fecha,hosp_fract_cadera,hosp_insuf_card,hosp_infarto_miorardio,hosp_ictus,hosp_epoc,camas_iniciales_planta,camas_habilitadas_planta,camas_ocupadas_planta,camas_iniciales_uci,camas_habilitadas_uci,camas_ocupadas_uci,camas_ocupadas_covid_uci,codigo_ine,tmax,tmin,precip_mm,humedad_%,viento_kph,hospital_Complejo Asistencial Universitario de Burgos,hospital_Complejo Asistencial Universitario de León,hospital_Complejo Asistencial Universitario de Palencia,hospital_Complejo Asistencial Universitario de Salamanca,hospital_Complejo Asistencial de Segovia,hospital_Complejo Asistencial de Soria,hospital_Complejo Asistencial de Zamora,hospital_Complejo Asistencial de Ávila,hospital_Hospital Clínico Universitario de Valladolid,hospital_Hospital El Bierzo,hospital_Hospital Santiago Apóstol,hospital_Hospital Santos Reyes,hospital_Hospital Universitario Río Hortega,provincia_Burgos,provincia_León,provincia_Palencia,provincia_Salamanca,provincia_Segovia,provincia_Soria,provincia_Valladolid,provincia_Zamora,provincia_Ávila
2022-12-27,6.0,5.0,0.0,1.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,9059,11,6,1.1,81,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-27,2.0,3.0,0.0,4.0,8.0,114.0,114.0,64.0,0.0,0.0,0.0,0.0,9059,11,6,1.1,81,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-27,9.0,26.0,8.0,26.0,27.0,674.0,646.0,414.0,57.0,66.0,38.0,0.0,47186,12,6,0.3,82,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-27,5.0,18.0,8.0,11.0,39.0,573.0,533.0,411.0,33.0,37.0,25.0,1.0,47186,12,6,0.3,82,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-28,3.0,12.0,1.0,5.0,14.0,365.0,325.0,200.0,16.0,19.0,5.0,1.0,40004,11,4,0.2,79,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-12-28,5.0,4.0,0.0,4.0,13.0,319.0,278.0,196.0,14.0,14.0,6.0,1.0,42173,10,1,0.1,85,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-12-28,7.0,17.0,3.0,9.0,14.0,395.0,353.0,299.0,17.0,11.0,7.0,0.0,49275,13,6,0.5,86,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-12-28,9.0,22.0,1.0,7.0,7.0,422.0,360.0,215.0,14.0,10.0,4.0,0.0,5019,17,6,0.0,75,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-28,12.0,35.0,6.0,20.0,27.0,842.0,763.0,534.0,42.0,47.0,40.0,1.0,9059,10,5,1.3,85,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,15.0,47.0,11.0,21.0,29.0,850.0,876.0,694.0,44.0,53.0,28.0,4.0,24089,17,6,0.0,75,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,7.0,22.0,3.0,5.0,22.0,451.0,442.0,265.0,20.0,15.0,14.0,1.0,34120,11,5,0.5,85,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,10.0,39.0,17.0,22.0,29.0,721.0,710.0,558.0,60.0,55.0,48.0,0.0,37274,12,5,0.1,85,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,5.0,17.0,3.0,2.0,21.0,391.0,391.0,292.0,14.0,14.0,9.0,0.0,24089,17,6,0.0,75,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,5.0,6.0,0.0,1.0,0.0,114.0,108.0,71.0,0.0,0.0,0.0,0.0,9059,10,5,1.3,85,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,1.0,3.0,0.0,4.0,9.0,114.0,114.0,69.0,0.0,0.0,0.0,0.0,9059,10,5,1.3,85,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,11.0,29.0,7.0,25.0,28.0,674.0,644.0,455.0,57.0,66.0,41.0,0.0,47186,11,4,0.4,86,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-28,6.0,19.0,8.0,10.0,41.0,573.0,536.0,436.0,33.0,37.0,26.0,1.0,47186,11,4,0.4,86,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-29,2.0,13.0,2.0,7.0,14.0,365.0,325.0,200.0,16.0,19.0,5.0,1.0,40004,9,6,3.5,82,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-12-29,3.0,6.0,1.0,3.0,13.0,319.0,274.0,198.0,14.0,14.0,6.0,1.0,42173,8,5,8.7,92,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-12-29,7.0,16.0,3.0,10.0,13.0,395.0,353.0,312.0,17.0,11.0,5.0,0.0,49275,11,9,9.2,88,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-12-29,8.0,23.0,0.0,8.0,10.0,422.0,360.0,214.0,14.0,10.0,4.0,0.0,5019,14,6,0.0,75,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-29,11.0,34.0,6.0,14.0,26.0,842.0,764.0,544.0,42.0,48.0,45.0,1.0,9059,9,7,12.2,92,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,15.0,43.0,12.0,20.0,31.0,850.0,876.0,700.0,44.0,53.0,31.0,3.0,24089,14,6,0.0,75,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,7.0,23.0,3.0,5.0,22.0,451.0,444.0,278.0,20.0,15.0,13.0,1.0,34120,10,8,25.1,87,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,9.0,34.0,15.0,20.0,32.0,721.0,710.0,566.0,60.0,55.0,46.0,0.0,37274,10,8,6.4,89,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,6.0,20.0,2.0,3.0,19.0,391.0,391.0,313.0,14.0,14.0,10.0,0.0,24089,14,6,0.0,75,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,5.0,5.0,0.0,1.0,0.0,114.0,110.0,72.0,0.0,0.0,0.0,0.0,9059,9,7,12.2,92,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,0.0,3.0,0.0,4.0,10.0,114.0,114.0,67.0,0.0,0.0,0.0,0.0,9059,9,7,12.2,92,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,9.0,31.0,9.0,22.0,27.0,674.0,641.0,454.0,57.0,66.0,39.0,0.0,47186,9,8,17.6,88,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-29,6.0,18.0,8.0,11.0,34.0,573.0,538.0,434.0,33.0,37.0,28.0,1.0,47186,9,8,17.6,88,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-30,3.0,15.0,3.0,5.0,12.0,365.0,325.0,203.0,16.0,19.0,4.0,0.0,40004,12,7,0.4,88,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-12-30,2.0,6.0,1.0,3.0,9.0,319.0,273.0,193.0,14.0,14.0,5.0,1.0,42173,11,7,2.2,89,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-12-30,8.0,14.0,2.0,13.0,17.0,395.0,353.0,308.0,17.0,11.0,5.0,1.0,49275,12,11,1.0,89,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-12-30,8.0,22.0,0.0,7.0,8.0,422.0,360.0,214.0,14.0,10.0,5.0,0.0,5019,15,8,0.0,85,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-30,9.0,35.0,3.0,15.0,25.0,842.0,760.0,527.0,42.0,47.0,40.0,1.0,9059,11,9,1.1,91,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,14.0,39.0,11.0,21.0,35.0,850.0,876.0,674.0,44.0,53.0,32.0,3.0,24089,15,8,0.0,85,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,7.0,23.0,3.0,5.0,24.0,451.0,442.0,286.0,20.0,15.0,11.0,0.0,34120,11,10,0.6,88,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,8.0,31.0,15.0,19.0,32.0,721.0,710.0,530.0,60.0,55.0,42.0,0.0,37274,11,9,0.3,92,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,6.0,21.0,2.0,3.0,19.0,391.0,391.0,299.0,14.0,14.0,11.0,0.0,24089,15,8,0.0,85,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,4.0,5.0,0.0,1.0,0.0,114.0,111.0,72.0,0.0,0.0,0.0,0.0,9059,11,9,1.1,91,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,1.0,6.0,0.0,4.0,9.0,114.0,114.0,79.0,0.0,0.0,0.0,0.0,9059,11,9,1.1,91,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,7.0,30.0,9.0,18.0,28.0,674.0,641.0,454.0,57.0,66.0,39.0,0.0,47186,11,10,3.9,89,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-30,7.0,18.0,5.0,11.0,26.0,573.0,534.0,405.0,33.0,37.0,29.0,0.0,47186,11,10,3.9,89,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-31,3.0,11.0,3.0,4.0,9.0,365.0,325.0,176.0,16.0,19.0,3.0,0.0,40004,14,6,0.0,68,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-12-31,3.0,5.0,1.0,3.0,9.0,319.0,273.0,166.0,14.0,14.0,6.0,1.0,42173,13,4,0.0,80,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-12-31,8.0,16.0,1.0,11.0,16.0,395.0,354.0,294.0,17.0,11.0,5.0,1.0,49275,15,7,0.0,64,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-12-31,9.0,21.0,0.0,6.0,7.0,422.0,360.0,198.0,14.0,10.0,7.0,0.0,5019,19,9,0.0,73,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-12-31,9.0,33.0,5.0,11.0,19.0,842.0,768.0,465.0,42.0,47.0,41.0,1.0,9059,15,6,0.0,75,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,11.0,33.0,15.0,19.0,27.0,850.0,876.0,560.0,44.0,53.0,30.0,4.0,24089,19,9,0.0,73,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,4.0,16.0,2.0,3.0,17.0,451.0,442.0,282.0,20.0,15.0,10.0,0.0,34120,15,6,0.0,68,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,8.0,31.0,14.0,18.0,28.0,721.0,710.0,466.0,60.0,55.0,40.0,0.0,37274,15,6,0.0,65,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,5.0,17.0,2.0,3.0,15.0,391.0,391.0,267.0,14.0,14.0,9.0,0.0,24089,19,9,0.0,73,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,3.0,5.0,0.0,1.0,2.0,114.0,110.0,60.0,0.0,0.0,0.0,0.0,9059,15,6,0.0,75,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,2.0,5.0,1.0,2.0,9.0,114.0,114.0,67.0,0.0,0.0,0.0,0.0,9059,15,6,0.0,75,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,8.0,27.0,7.0,15.0,23.0,674.0,646.0,387.0,57.0,66.0,33.0,0.0,47186,15,6,0.0,69,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-31,8.0,15.0,4.0,7.0,21.0,573.0,537.0,324.0,33.0,37.0,27.0,1.0,47186,15,6,0.0,69,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-01-01,3.0,11.0,3.0,4.0,11.0,365.0,325.0,176.0,16.0,19.0,3.0,0.0,40004,13,8,0.0,54,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-01-01,3.0,5.0,1.0,3.0,9.0,319.0,273.0,168.0,14.0,14.0,5.0,1.0,42173,12,3,0.0,55,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-01-01,6.0,17.0,0.0,11.0,21.0,395.0,354.0,304.0,17.0,11.0,6.0,1.0,49275,15,10,7.6,64,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-01,9.0,23.0,0.0,6.0,7.0,422.0,360.0,208.0,14.0,10.0,7.0,1.0,5019,17,7,0.0,58,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-01,10.0,32.0,4.0,12.0,22.0,842.0,768.0,454.0,42.0,47.0,40.0,1.0,9059,15,8,0.0,54,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,11.0,33.0,16.0,20.0,28.0,850.0,876.0,524.0,44.0,53.0,32.0,5.0,24089,17,7,0.0,58,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,4.0,20.0,2.0,4.0,20.0,451.0,442.0,282.0,20.0,15.0,13.0,0.0,34120,15,8,0.8,54,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,9.0,32.0,13.0,20.0,32.0,721.0,710.0,451.0,60.0,55.0,41.0,0.0,37274,15,9,3.8,63,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,6.0,18.0,2.0,3.0,15.0,391.0,391.0,280.0,14.0,14.0,9.0,1.0,24089,17,7,0.0,58,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,3.0,5.0,1.0,1.0,3.0,114.0,107.0,52.0,0.0,0.0,0.0,0.0,9059,15,8,0.0,54,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,3.0,4.0,1.0,2.0,14.0,114.0,114.0,67.0,0.0,0.0,0.0,0.0,9059,15,8,0.0,54,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,5.0,29.0,8.0,17.0,25.0,674.0,641.0,373.0,57.0,66.0,32.0,0.0,47186,14,8,1.5,58,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-01-01,9.0,17.0,5.0,7.0,27.0,573.0,538.0,322.0,33.0,37.0,29.0,1.0,47186,14,8,1.5,58,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-01-02,3.0,13.0,3.0,4.0,12.0,365.0,325.0,188.0,16.0,19.0,5.0,1.0,40004,9,4,2.9,82,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-01-02,3.0,4.0,1.0,3.0,11.0,319.0,272.0,168.0,14.0,14.0,7.0,1.0,42173,9,4,0.4,79,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-01-02,6.0,18.0,0.0,12.0,23.0,395.0,354.0,319.0,17.0,11.0,8.0,1.0,49275,10,3,1.9,79,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-01-02,10.0,22.0,2.0,7.0,8.0,422.0,360.0,216.0,14.0,10.0,8.0,1.0,5019,16,5,0.0,59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-01-02,10.0,37.0,6.0,18.0,26.0,842.0,769.0,493.0,42.0,47.0,40.0,1.0,9059,10,3,2.5,78,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,11.0,32.0,16.0,20.0,31.0,850.0,876.0,551.0,44.0,53.0,35.0,5.0,24089,16,5,0.0,59,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,4.0,24.0,2.0,5.0,23.0,451.0,443.0,289.0,20.0,15.0,13.0,0.0,34120,10,4,6.5,73,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,9.0,33.0,14.0,20.0,37.0,721.0,710.0,468.0,60.0,55.0,43.0,0.0,37274,11,3,6.1,81,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,8.0,20.0,2.0,3.0,15.0,391.0,391.0,287.0,14.0,14.0,7.0,1.0,24089,16,5,0.0,59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,3.0,5.0,1.0,1.0,3.0,114.0,107.0,54.0,0.0,0.0,0.0,0.0,9059,10,3,2.5,78,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,3.0,4.0,0.0,0.0,15.0,114.0,114.0,79.0,0.0,0.0,0.0,0.0,9059,10,3,2.5,78,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,6.0,34.0,9.0,17.0,27.0,674.0,643.0,401.0,57.0,66.0,31.0,0.0,47186,10,3,5.1,76,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-01-02,9.0,20.0,6.0,7.0,27.0,573.0,539.0,350.0,33.0,37.0,28.0,1.0,47186,10,3,5.1,76,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-01-03,4.0,14.0,2.0,4.0,15.0,365.0,325.0,211.0,16.0,19.0,7.0,1.0,40004,9,1,0.0,77,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-01-03,3.0,4.0,2.0,3.0,11.0,319.0,272.0,179.0,14.0,14.0,8.0,1.0,42173,9,0,0.0,82,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-01-03,7.0,20.0,1.0,11.0,28.0,395.0,354.0,353.0,17.0,11.0,9.0,1.0,49275,8,0,0.0,78,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
