Fecha,Hospital_ID,Provincia,Ocupacion_Camas,Camas_UCI_Disp,Personal_Disp,Procedimientos_Cirugia,Hospitalizaciones_Respiratorias,Hospitalizaciones_Cardio,Mortalidad_General,Temperatura_Media_C,Precipitacion_mm,Fecha_M_A,ds,y
2021-06-27,B,Valladolid,87.26492829214928,16,102,29,25,28,0.04262517860783619,21.735566405549427,4.607121713482755,2021-06,2021-06-27,87.26492829214928
2021-06-28,A,Segovia,87.16243689623697,44,88,28,34,28,0.08415978866919806,21.889555323196106,2.862798621119409,2021-06,2021-06-28,87.16243689623697
2021-06-29,A,Salamanca,78.3674048174448,37,114,29,25,25,0.028367889504018425,16.154537745120262,2.4746298123314636,2021-06,2021-06-29,78.3674048174448
2021-06-30,A,Zamora,96.18565082838487,23,66,44,21,15,0.05221366727663386,25.061475381645536,6.452376445533316,2021-06,2021-06-30,96.18565082838487
2021-07-01,C,Ávila,96.52581295366909,19,79,11,44,30,0.08208448493872873,27.318891305592683,6.509717452185445,2021-07,2021-07-01,96.52581295366909
2021-07-02,B,Salamanca,87.50853048599055,25,102,39,23,11,0.026214278295935735,18.669825819070695,8.245170697999292,2021-07,2021-07-02,87.50853048599055
2021-07-03,A,Segovia,91.9358363263652,25,62,43,19,22,0.019887680236670466,21.31951322450047,4.177085669729759,2021-07,2021-07-03,91.9358363263652
2021-07-04,A,Salamanca,87.14322360467243,40,70,31,13,21,0.08953155709191908,27.582590051479055,0.7308509102615024,2021-07,2021-07-04,87.14322360467243
2021-07-05,A,Segovia,83.56315653207314,34,68,12,14,14,0.04086366964832763,28.156807014934323,2.736663849214577,2021-07,2021-07-05,83.56315653207314
2021-07-06,C,Segovia,88.50296331237902,22,102,15,48,17,0.07154831124181288,18.64769970396339,9.80005463196817,2021-07,2021-07-06,88.50296331237902
2021-07-07,C,Soria,85.48404067257484,15,68,24,35,33,0.012281374383754463,23.258559518120464,5.962585752327021,2021-07,2021-07-07,85.48404067257484
2021-07-08,B,Palencia,86.72932415369405,18,106,36,27,16,0.07210421995685047,17.887397259537405,7.097370848010202,2021-07,2021-07-08,86.72932415369405
2021-07-09,C,Valladolid,91.94731149572813,45,74,19,34,13,0.03844911803922735,16.528181462093347,0.07357829625414536,2021-07,2021-07-09,91.94731149572813
2021-07-10,A,Soria,83.46530728057158,29,135,18,37,28,0.015016676822869758,28.666807520879363,5.182057321825209,2021-07,2021-07-10,83.46530728057158
2021-07-11,B,Zamora,71.14111497058924,27,80,42,13,29,0.06488314853933054,27.307612563481637,0.3752865753180312,2021-07,2021-07-11,71.14111497058924
2021-07-12,A,Soria,74.59198546770592,30,130,41,5,13,0.031672343446585594,26.40052352704761,5.69230212091448,2021-07,2021-07-12,74.59198546770592
2021-07-13,A,León,82.28100206170707,13,104,15,48,36,0.04481265178466921,15.731494782197107,9.207708496360754,2021-07,2021-07-13,82.28100206170707
2021-07-14,C,León,90.29514367647363,42,72,45,39,21,0.017252273105786226,27.65593189065386,9.684191305004079,2021-07,2021-07-14,90.29514367647363
2021-07-15,B,Valladolid,86.611802152685,36,81,11,15,8,0.02324469259854508,21.570661138580757,5.405526753889242,2021-07,2021-07-15,86.611802152685
2021-07-16,C,Salamanca,88.20823720445671,16,111,38,38,30,0.03681795119462594,20.135926849437894,4.582048052522159,2021-07,2021-07-16,88.20823720445671
2021-07-17,C,Palencia,83.41981000013604,15,123,13,20,3,0.018078355050414142,23.197145415380646,9.45017094248494,2021-07,2021-07-17,83.41981000013604
2021-07-18,B,Valladolid,87.2407766143828,24,59,10,13,37,0.09197436382176838,16.37029864085334,6.736098319966951,2021-07,2021-07-18,87.2407766143828
2021-07-19,A,Segovia,79.21248825881054,27,149,28,36,10,0.010544233886558058,26.34969824028598,0.6489927953840946,2021-07,2021-07-19,79.21248825881054
2021-07-20,A,Burgos,83.16511259550663,41,121,35,19,9,0.053547419697788035,23.73652615332444,4.657255776674976,2021-07,2021-07-20,83.16511259550663
2021-07-21,B,Palencia,90.83981383665875,20,103,34,16,13,0.02109227123192963,17.798851453097512,2.402450184643039,2021-07,2021-07-21,90.83981383665875
2021-07-22,A,Palencia,94.41131781124739,29,101,19,37,6,0.03769111805301537,17.823482996535684,4.698043214486816,2021-07,2021-07-22,94.41131781124739
2021-07-23,B,Segovia,82.14234935077889,33,69,24,49,27,0.0933453603836439,17.763729773590114,4.554655720063617,2021-07,2021-07-23,82.14234935077889
2021-07-24,B,Segovia,71.22252641580612,24,81,31,18,14,0.024552509794658818,15.85503581327901,5.821448028147421,2021-07,2021-07-24,71.22252641580612
2021-07-25,C,Ávila,74.52683123611047,16,63,30,12,28,0.09692490877464995,23.81697674057527,3.5677049034925123,2021-07,2021-07-25,74.52683123611047
2021-07-26,B,Valladolid,70.58411190016307,30,99,31,12,14,0.02852149392904796,27.60522266382762,1.6427044945592806,2021-07,2021-07-26,70.58411190016307
2021-07-27,C,Segovia,88.29136453864524,35,77,45,31,39,0.07674094976201466,15.262473209810828,5.037194345899563,2021-07,2021-07-27,88.29136453864524
2021-07-28,A,León,79.30480950994306,23,102,43,16,26,0.05920095384075806,15.735069674569104,8.30202884345762,2021-07,2021-07-28,79.30480950994306
2021-07-29,A,Zamora,85.18940180014229,46,73,39,5,18,0.08960308548370832,23.591554150304187,6.640122280676023,2021-07,2021-07-29,85.18940180014229
2021-07-30,A,Burgos,83.81175170994639,30,128,34,47,15,0.05985939299528179,27.292435280790784,3.3836786592521584,2021-07,2021-07-30,83.81175170994639
2021-07-31,A,Valladolid,72.28274170746795,27,71,37,44,27,0.05811032972406779,19.901083358529505,9.355230227588573,2021-07,2021-07-31,72.28274170746795
2021-08-01,C,León,81.29131811146729,14,79,10,46,6,0.02759122003315599,20.244215982115833,9.12207571249182,2021-08,2021-08-01,81.29131811146729
2021-08-02,A,Salamanca,76.17571149782505,12,112,13,15,13,0.024960642584649285,23.945197462451638,2.0934839938409877,2021-08,2021-08-02,76.17571149782505
2021-08-03,B,Segovia,81.71519408269427,32,53,16,43,34,0.09248402360039629,19.113193336862203,0.39417585120362975,2021-08,2021-08-03,81.71519408269427
2021-08-04,B,Segovia,75.7001918495828,35,126,18,47,9,0.03950543789650307,15.399125491165261,7.413087083507622,2021-08,2021-08-04,75.7001918495828
2021-08-05,B,Palencia,93.53266737575413,46,108,45,35,13,0.04348740294666064,26.02842777152394,8.276102613491533,2021-08,2021-08-05,93.53266737575413
2021-08-06,C,León,74.8774134241911,33,136,28,21,30,0.07838412925855495,24.384748694121797,9.678645659513553,2021-08,2021-08-06,74.8774134241911
2021-08-07,A,Palencia,96.90185544163535,28,57,10,37,25,0.04049411341805267,23.711339985834886,8.898363940883108,2021-08,2021-08-07,96.90185544163535
2021-08-08,A,Ávila,81.64540625211434,34,131,19,36,25,0.09568562019751026,26.125261934877347,6.005347682064148,2021-08,2021-08-08,81.64540625211434
2021-08-09,A,Palencia,93.69486817653338,30,61,45,33,30,0.07641349920989203,25.128462563430563,5.300523392123808,2021-08,2021-08-09,93.69486817653338
2021-08-10,C,Ávila,87.60541490976647,21,80,18,25,28,0.0637686318316078,18.08822982267482,0.2784105126258629,2021-08,2021-08-10,87.60541490976647
2021-08-11,B,Ávila,90.58980836264107,42,127,41,25,27,0.08928056444902772,20.287215704150267,2.4665644684477783,2021-08,2021-08-11,90.58980836264107
2021-08-12,B,Segovia,91.49626886586985,13,83,41,44,31,0.014464531751453447,16.891652125179377,4.596147517329264,2021-08,2021-08-12,91.49626886586985
2021-08-13,A,Salamanca,84.1356566930045,16,131,15,27,21,0.03313564229702879,16.947855201268215,6.2850390008356785,2021-08,2021-08-13,84.1356566930045
2021-08-14,B,Palencia,85.21241465417208,31,147,47,10,35,0.0518532700798819,25.14293619534809,5.572518333184107,2021-08,2021-08-14,85.21241465417208
2021-08-15,B,León,84.3918842986443,42,124,26,26,38,0.030428068552436897,27.879001604737475,7.426359896816905,2021-08,2021-08-15,84.3918842986443
2021-08-16,C,Ávila,86.46563458652221,26,125,19,42,16,0.07695146685719367,29.440988757917083,2.7976693088704083,2021-08,2021-08-16,86.46563458652221
2021-08-17,C,Segovia,70.82304448118221,33,98,36,41,16,0.09272872279483527,24.42520676324167,5.649526076524732,2021-08,2021-08-17,70.82304448118221
2021-08-18,C,Burgos,81.07442475577243,43,128,44,49,37,0.04813931079378311,17.761519850414356,0.8814224339079213,2021-08,2021-08-18,81.07442475577243
2021-08-19,C,Valladolid,86.9732839797128,37,106,30,12,32,0.04079193401007055,16.58475518173396,4.13665523583207,2021-08,2021-08-19,86.9732839797128
2021-08-20,A,Salamanca,86.7362598271642,48,144,34,45,30,0.09653956589238097,27.192764573051367,7.50160832954601,2021-08,2021-08-20,86.7362598271642
2021-08-21,C,Soria,92.20277064895768,31,142,37,39,19,0.050036718954478684,23.68134714539999,6.93400853429044,2021-08,2021-08-21,92.20277064895768
2021-08-22,B,Burgos,88.34026148729905,26,75,24,15,5,0.054014356040435495,24.2742753152058,9.90642737172179,2021-08,2021-08-22,88.34026148729905
2021-08-23,A,Valladolid,97.77973285753882,43,67,13,28,18,0.04164848851077149,26.72193133132064,2.7789112598775603,2021-08,2021-08-23,97.77973285753882
2021-08-24,B,Burgos,77.94792680104206,15,145,38,25,32,0.09185936257109245,25.549158415986774,4.981892991739791,2021-08,2021-08-24,77.94792680104206
2021-08-25,B,Palencia,80.05622883065448,15,135,18,6,31,0.061205993495366574,27.51687379284145,3.295304137739967,2021-08,2021-08-25,80.05622883065448
2021-08-26,B,Ávila,80.7477202522983,43,87,36,44,17,0.07859571284634802,15.843208581898176,4.406031140591748,2021-08,2021-08-26,80.7477202522983
2021-08-27,C,Salamanca,83.04275859656696,10,130,35,23,27,0.08306260465157977,26.212809551197573,8.569501298693881,2021-08,2021-08-27,83.04275859656696
2021-08-28,C,Zamora,93.40794578587386,19,136,28,43,25,0.04076641377255324,27.762791359831432,6.842090751884866,2021-08,2021-08-28,93.40794578587386
2021-08-29,A,Ávila,76.60217863085788,30,137,37,32,27,0.04903248981883421,19.292025636874715,8.824411913475817,2021-08,2021-08-29,76.60217863085788
2021-08-30,A,Zamora,91.72800579699202,14,99,26,21,9,0.08636245969656382,24.606709109898794,2.0351110833188644,2021-08,2021-08-30,91.72800579699202
2021-08-31,C,Valladolid,81.34868512640081,11,57,29,10,24,0.04269298165082293,19.71243095755458,8.73361117841438,2021-08,2021-08-31,81.34868512640081
2021-09-01,B,Segovia,86.85195074253625,31,90,49,23,19,0.08145416201066662,29.369565997236812,0.5976227417838442,2021-09,2021-09-01,86.85195074253625
2021-09-02,A,Soria,87.71113493033657,11,55,48,42,20,0.09468930903169935,15.501353586532556,8.885992804371524,2021-09,2021-09-02,87.71113493033657
2021-09-03,C,León,80.43976184129016,19,118,32,32,12,0.06608893357612063,23.696892657494324,3.290737794607279,2021-09,2021-09-03,80.43976184129016
2021-09-04,C,Ávila,84.35322574576254,43,93,41,6,12,0.07674645587067,17.497553205742726,3.145876334140665,2021-09,2021-09-04,84.35322574576254
2021-09-05,C,Salamanca,81.56487289013552,25,113,42,42,9,0.08245875808370215,25.683303077657378,5.120885766986639,2021-09,2021-09-05,81.56487289013552
2021-09-06,B,Burgos,71.93571801322534,48,78,14,41,29,0.08605356840069783,17.63835425127993,9.406901877232318,2021-09,2021-09-06,71.93571801322534
2021-09-07,C,Salamanca,82.24063088687114,31,77,43,8,35,0.04555480040711164,18.53074892847536,0.4778136468140537,2021-09,2021-09-07,82.24063088687114
2021-09-08,C,Valladolid,72.72701499149946,21,60,49,26,3,0.014613711325839836,22.41556216568637,3.522309750707453,2021-09,2021-09-08,72.72701499149946
2021-09-09,C,Zamora,81.34058237424901,33,114,20,30,36,0.04616886441130656,28.72252424995317,8.565719886833357,2021-09,2021-09-09,81.34058237424901
2021-09-10,C,Burgos,86.6017151952899,49,68,12,47,6,0.07063806068056809,18.175715582219564,3.960544774354667,2021-09,2021-09-10,86.6017151952899
2021-09-11,A,León,86.22361718161802,47,58,42,40,19,0.05053153472027136,17.163600316771554,1.99156897597067,2021-09,2021-09-11,86.22361718161802
2021-09-12,A,León,88.55339581223296,19,76,20,17,6,0.07740668357743587,26.38465247781046,4.247941813314117,2021-09,2021-09-12,88.55339581223296
2021-09-13,C,Ávila,72.66732222272954,44,83,25,36,28,0.042128418652179755,22.509292985008965,3.855525014916693,2021-09,2021-09-13,72.66732222272954
2021-09-14,B,Valladolid,88.25945087485226,41,93,27,21,6,0.06712697269936266,28.676776685726573,9.154162014667035,2021-09,2021-09-14,88.25945087485226
2021-09-15,A,Segovia,78.74014558750052,16,117,39,45,3,0.026777782436857717,17.199218357397633,7.619343757430971,2021-09,2021-09-15,78.74014558750052
2021-09-16,C,Valladolid,81.17328649183911,30,149,19,40,9,0.07744324929804612,24.68891839534559,5.0511555574400635,2021-09,2021-09-16,81.17328649183911
2021-09-17,A,Zamora,94.02361510983576,29,131,27,23,32,0.059112637193172335,18.493187192277226,9.883705667215711,2021-09,2021-09-17,94.02361510983576
2021-09-18,A,Salamanca,70.25285131562741,35,64,47,39,11,0.028365794969194058,17.35140642977459,4.652775312759233,2021-09,2021-09-18,70.25285131562741
2021-09-19,B,León,86.47555373353696,13,100,28,44,37,0.036272005614802656,25.25144122735906,0.5823783082027523,2021-09,2021-09-19,86.47555373353696
2021-09-20,C,Salamanca,86.76399144280302,31,62,45,32,10,0.07737478377236491,23.905269298630998,2.622743218149849,2021-09,2021-09-20,86.76399144280302
2021-09-21,C,Salamanca,81.10647373761974,24,132,22,5,26,0.053434111209536866,26.322411875434966,4.360704802193126,2021-09,2021-09-21,81.10647373761974
2021-09-22,B,Salamanca,76.63677999903341,49,98,12,46,21,0.029442829635376498,19.641938646692736,1.569026241461201,2021-09,2021-09-22,76.63677999903341
2021-09-23,B,León,76.57087307132343,30,119,19,22,38,0.09705440713332679,21.71957484573285,9.47565126324043,2021-09,2021-09-23,76.57087307132343
2021-09-24,C,Palencia,94.74387075050107,24,105,47,44,29,0.07436125178351992,21.082075144956278,7.668488978177731,2021-09,2021-09-24,94.74387075050107
2021-09-25,C,Zamora,82.37668246592001,31,125,10,37,34,0.09614213492858166,29.761341959497713,2.6828720042777263,2021-09,2021-09-25,82.37668246592001
2021-09-26,B,Zamora,79.26490216369682,37,100,36,16,16,0.048439454082430895,19.38373435109082,5.908045335179159,2021-09,2021-09-26,79.26490216369682
2021-09-27,A,Burgos,82.56577206727928,23,86,17,12,20,0.05275903066225485,19.422258575201504,7.214491571095721,2021-09,2021-09-27,82.56577206727928
2021-09-28,A,Valladolid,88.74293124086212,36,66,26,28,30,0.09081596945665173,20.31822313242911,9.41278928906798,2021-09,2021-09-28,88.74293124086212
2021-09-29,B,Valladolid,74.08118391085304,49,107,18,20,31,0.057254440622084624,23.468911219354823,8.816353491754107,2021-09,2021-09-29,74.08118391085304
2021-09-30,A,Soria,82.58414738598465,37,136,15,8,18,0.07365510207151005,18.78484116395618,5.151922261382137,2021-09,2021-09-30,82.58414738598465
2021-10-01,B,Valladolid,86.46076239109084,35,139,34,42,37,0.0326955589745977,28.72934910568911,7.746526197930176,2021-10,2021-10-01,86.46076239109084
2021-10-02,A,León,96.56033393584015,11,78,48,48,33,0.050205382183237654,18.985283472993952,5.62144753827585,2021-10,2021-10-02,96.56033393584015
2021-10-03,A,Segovia,77.07077789811174,34,82,37,31,6,0.02111048792293196,28.43723597340292,5.527038900455401,2021-10,2021-10-03,77.07077789811174
2021-10-04,C,Ávila,80.05902094165488,12,109,42,13,39,0.028538203228926556,16.55212595469877,1.147419583381919,2021-10,2021-10-04,80.05902094165488
2021-10-05,C,Soria,80.62204051782787,17,140,46,20,19,0.010084907374086799,24.848440535994783,1.2613765801615207,2021-10,2021-10-05,80.62204051782787
2021-10-06,A,Ávila,86.95506841405671,42,138,18,16,28,0.013533854648379421,28.604782776573657,5.295336150224575,2021-10,2021-10-06,86.95506841405671
2021-10-07,A,Zamora,79.98849748512005,44,104,27,35,6,0.09795554408592365,17.531241575973443,2.688615449790066,2021-10,2021-10-07,79.98849748512005
2021-10-08,C,Ávila,84.93833390839148,15,59,30,28,32,0.03181183256230861,29.524904401488826,0.21036902460468632,2021-10,2021-10-08,84.93833390839148
2021-10-09,C,Ávila,91.89012923566082,48,96,11,18,32,0.06969796385536019,21.793250406232676,7.228392039002123,2021-10,2021-10-09,91.89012923566082
2021-10-10,C,Soria,89.7507966351417,32,72,47,49,24,0.08551897289196504,29.185726626615367,0.3248659669016496,2021-10,2021-10-10,89.7507966351417
2021-10-11,B,Burgos,82.4983221023524,34,134,49,29,13,0.05955944133129079,25.152300654450706,5.952768411040545,2021-10,2021-10-11,82.4983221023524
2021-10-12,A,Salamanca,94.19805297487673,28,70,45,38,4,0.02378300500755606,19.523803048103275,5.391937941273143,2021-10,2021-10-12,94.19805297487673
2021-10-13,C,Valladolid,85.62792698862816,14,62,46,7,14,0.07553047936025498,17.824537873756597,9.688146905778044,2021-10,2021-10-13,85.62792698862816
2021-10-14,A,Valladolid,85.11736350606195,20,82,24,28,32,0.06402262690896247,19.55602569337649,4.842131393476416,2021-10,2021-10-14,85.11736350606195
2021-10-15,B,León,70.95725744629642,21,73,37,46,38,0.07581255304126376,16.395261138940125,0.6360143637779736,2021-10,2021-10-15,70.95725744629642
2021-10-16,B,Soria,97.62740345000053,19,60,27,13,20,0.07927719605713784,17.158019495149947,5.516879678064617,2021-10,2021-10-16,97.62740345000053
2021-10-17,C,León,73.44318263882955,17,66,43,30,28,0.09778693309162706,16.569906605197218,8.410961706161014,2021-10,2021-10-17,73.44318263882955
2021-10-18,B,Segovia,76.47166554797411,33,117,31,24,9,0.06162069520240391,21.344153156123365,9.968492842814399,2021-10,2021-10-18,76.47166554797411
2021-10-19,A,Segovia,71.44751144276276,37,96,20,44,3,0.04074770014215417,26.933675643863797,4.303431736890725,2021-10,2021-10-19,71.44751144276276
2021-10-20,C,León,87.92008307143358,45,74,22,14,28,0.06836181012102134,17.120753313245103,3.202987424967425,2021-10,2021-10-20,87.92008307143358
2021-10-21,A,Soria,76.29163295523504,46,143,13,23,25,0.016159663831836354,16.95480649758504,9.06653296951999,2021-10,2021-10-21,76.29163295523504
2021-10-22,A,León,75.04029224923626,30,122,31,7,28,0.09076575864894278,24.65143424275996,1.9124212907612137,2021-10,2021-10-22,75.04029224923626
2021-10-23,B,Valladolid,72.47955635825076,17,70,16,28,8,0.020744291020437712,17.957744729520993,6.154289150329266,2021-10,2021-10-23,72.47955635825076
2021-10-24,B,Palencia,72.89265079947243,18,133,33,9,8,0.03950585540972364,16.464150571634875,4.057144241809477,2021-10,2021-10-24,72.89265079947243
2021-10-25,B,Ávila,86.37077961239248,24,132,13,7,10,0.08341708425635089,17.502728673083666,0.41082364955555284,2021-10,2021-10-25,86.37077961239248
2021-10-26,B,Palencia,89.26982024426468,49,132,37,31,26,0.06375811404976407,28.855970938151643,3.4728847430569774,2021-10,2021-10-26,89.26982024426468
2021-10-27,B,Soria,81.12661167700323,27,61,24,20,24,0.0454271968249698,27.322068791642863,2.6522852250267457,2021-10,2021-10-27,81.12661167700323
2021-10-28,C,Palencia,83.43711828457805,29,86,10,19,21,0.052609209343751934,20.310968435326412,6.860911539434868,2021-10,2021-10-28,83.43711828457805
2021-10-29,A,Segovia,89.20709660752355,15,91,12,39,39,0.08690926538819624,24.83731150991089,9.487904976919182,2021-10,2021-10-29,89.20709660752355
2021-10-30,A,Zamora,70.48663412519343,21,66,23,16,20,0.040600394745390296,23.059135105020573,2.6804718737863773,2021-10,2021-10-30,70.48663412519343
2021-10-31,A,Ávila,79.0476583979678,11,97,47,45,33,0.08826847163309542,25.15686395223846,8.114659391516817,2021-10,2021-10-31,79.0476583979678
2021-11-01,A,Salamanca,97.2467369459697,16,77,10,48,39,0.017932098787902237,25.24006728694139,0.5535981693840952,2021-11,2021-11-01,97.2467369459697
2021-11-02,B,Soria,86.2431424314731,25,90,47,30,32,0.07991185934877677,24.431010225899893,5.381210100398132,2021-11,2021-11-02,86.2431424314731
2021-11-03,A,Ávila,77.1182882371298,12,148,47,38,35,0.08627928697492628,18.991520528059628,0.7055006370989458,2021-11,2021-11-03,77.1182882371298
2021-11-04,C,Palencia,84.60844130581397,12,96,30,27,12,0.02636358875536049,15.585096311442271,9.340329911306393,2021-11,2021-11-04,84.60844130581397
2021-11-05,C,Segovia,79.59429766738563,36,67,38,35,39,0.04873118791349804,21.833501729851633,7.663512805573902,2021-11,2021-11-05,79.59429766738563
2021-11-06,A,Burgos,84.90285968713637,49,127,14,24,14,0.02489497971972901,28.364608270360556,6.579499112045923,2021-11,2021-11-06,84.90285968713637
2021-11-07,A,Salamanca,73.52076233058617,47,148,19,16,32,0.0735943716094796,23.54245887777864,8.238963816246642,2021-11,2021-11-07,73.52076233058617
2021-11-08,C,Ávila,73.71601030693976,42,120,37,27,29,0.05818129912554911,27.485865625528618,6.475197955701631,2021-11,2021-11-08,73.71601030693976
2021-11-09,C,Segovia,74.019186137103,37,62,30,8,11,0.0671791012037489,29.874365144418423,9.68944397174291,2021-11,2021-11-09,74.019186137103
2021-11-10,B,Segovia,96.31495417395158,10,131,16,27,23,0.027683827026059003,17.454243062074145,7.139579478647715,2021-11,2021-11-10,96.31495417395158
2021-11-11,C,Palencia,90.52116971355757,17,62,12,5,14,0.029057127584717762,25.376664587129735,9.246586095822467,2021-11,2021-11-11,90.52116971355757
2021-11-12,B,Valladolid,74.54669305054499,46,149,29,29,31,0.013734759295891574,25.11440360550037,5.17131892010638,2021-11,2021-11-12,74.54669305054499
2021-11-13,B,Palencia,75.27377434543683,41,80,28,6,35,0.03898607816761568,29.699331710374175,1.1706441298186265,2021-11,2021-11-13,75.27377434543683
2021-11-14,B,Valladolid,90.46322529638454,46,51,44,34,17,0.06037701952003075,29.784011009292005,5.281777214230171,2021-11,2021-11-14,90.46322529638454
2021-11-15,B,Valladolid,74.37258765418088,13,65,13,7,4,0.0872141422597596,25.300179175861942,1.268728280630933,2021-11,2021-11-15,74.37258765418088
2021-11-16,B,Salamanca,76.5677162133752,39,58,14,25,20,0.07002347027128127,18.654221879732916,5.92493479176405,2021-11,2021-11-16,76.5677162133752
2021-11-17,A,Palencia,96.97371131897117,15,122,10,29,5,0.04918566910597764,26.978337571958985,4.824930605276629,2021-11,2021-11-17,96.97371131897117
2021-11-18,C,Burgos,77.14858269239609,28,87,13,24,9,0.0957808102954724,16.60543701316557,6.225753978327817,2021-11,2021-11-18,77.14858269239609
2021-11-19,B,León,88.52570581039211,41,124,21,26,20,0.07473206805182488,26.71048956257443,0.10046981054831594,2021-11,2021-11-19,88.52570581039211
2021-11-20,C,León,97.40167604721485,18,103,36,25,39,0.09371486825762951,28.652941862170444,1.948404916553641,2021-11,2021-11-20,97.40167604721485
2021-11-21,C,Palencia,80.4803094799142,21,105,32,37,35,0.05748291759449492,20.742500921526528,4.913304319121309,2021-11,2021-11-21,80.4803094799142
2021-11-22,B,Palencia,70.49044774413774,20,135,34,42,33,0.03330138473138257,24.459529424746208,9.505035615891348,2021-11,2021-11-22,70.49044774413774
2021-11-23,A,Salamanca,76.83612413182648,25,146,30,19,13,0.01475440177282498,21.452140981452395,3.836090403551584,2021-11,2021-11-23,76.83612413182648
2021-11-24,B,Palencia,93.26456135756776,10,149,33,19,6,0.07534763663354654,21.56647582482193,4.243720260536347,2021-11,2021-11-24,93.26456135756776
2021-11-25,A,Valladolid,94.20904740674104,30,136,34,29,20,0.020917269820498074,19.6555633366218,7.146960890066222,2021-11,2021-11-25,94.20904740674104
2021-11-26,C,Segovia,91.51854220666615,39,94,41,25,6,0.037249761544477046,26.431944306754872,6.0379275728611805,2021-11,2021-11-26,91.51854220666615
2021-11-27,A,Segovia,73.16707493414404,22,83,41,28,36,0.057922381709550774,29.042648462497578,2.989261500983332,2021-11,2021-11-27,73.16707493414404
2021-11-28,A,Valladolid,92.27429040749928,43,58,14,9,31,0.0607974929001773,29.11126288851692,4.108163955674278,2021-11,2021-11-28,92.27429040749928
2021-11-29,A,Soria,95.72297831581812,13,137,45,10,26,0.06405248772884224,17.621719273124008,2.1769979885723245,2021-11,2021-11-29,95.72297831581812
2021-11-30,C,Valladolid,86.81706719129461,37,57,48,47,24,0.02496297973147306,28.12115474484849,9.660214591302086,2021-11,2021-11-30,86.81706719129461
2021-12-01,C,Burgos,96.34450997746582,47,56,25,48,4,0.04417636643394839,26.06147162140683,1.3063438155735974,2021-12,2021-12-01,96.34450997746582
2021-12-02,A,Zamora,93.15148874393256,40,85,42,27,8,0.06554748044052701,18.79256101035434,3.7183678456641944,2021-12,2021-12-02,93.15148874393256
2021-12-03,A,Ávila,88.67520247574541,36,67,30,8,27,0.09728369781704063,16.009269193822718,0.2583897222001119,2021-12,2021-12-03,88.67520247574541
2021-12-04,B,Valladolid,86.16118662792894,14,52,18,31,23,0.07548680239297198,19.01995900326567,2.2177949193354642,2021-12,2021-12-04,86.16118662792894
2021-12-05,A,Palencia,79.76006268277517,34,77,15,22,18,0.09303433813845621,28.683123551722886,7.804711383801549,2021-12,2021-12-05,79.76006268277517
2021-12-06,B,Palencia,74.46004846679854,12,119,44,25,33,0.07859908524827594,24.497680123436584,2.0117523228887944,2021-12,2021-12-06,74.46004846679854
2021-12-07,A,Salamanca,86.93870983533515,42,93,48,32,16,0.06325452720031605,25.815819913468076,0.800634025289656,2021-12,2021-12-07,86.93870983533515
2021-12-08,B,Valladolid,78.90712350130735,13,70,31,39,30,0.02728210322227101,18.85728526663644,4.744531798445233,2021-12,2021-12-08,78.90712350130735
2021-12-09,C,Salamanca,94.26028269077408,34,77,14,26,34,0.07000170867032618,25.7908223336223,0.09969234734518495,2021-12,2021-12-09,94.26028269077408
2021-12-10,A,Valladolid,97.8134342460416,29,103,32,44,30,0.06610416093639164,15.421822594168857,0.8476615442633317,2021-12,2021-12-10,97.8134342460416
2021-12-11,A,Ávila,91.06797735323603,43,103,26,27,11,0.06422222534115399,20.629820186595207,8.07625869562975,2021-12,2021-12-11,91.06797735323603
2021-12-12,A,Zamora,72.53348746803742,35,114,21,7,24,0.05408072811894168,24.401300228134968,7.714733448596064,2021-12,2021-12-12,72.53348746803742
2021-12-13,A,Segovia,78.08319667485787,14,149,32,44,34,0.05757909435903481,17.191448483119803,9.15138820404896,2021-12,2021-12-13,78.08319667485787
2021-12-14,B,León,73.055069689441,44,70,25,14,7,0.04009982744062937,27.34505361670402,8.545154359107496,2021-12,2021-12-14,73.055069689441
2021-12-15,A,Valladolid,88.21432613816805,37,148,12,29,25,0.056738142337807294,18.525469482178778,6.831755632398181,2021-12,2021-12-15,88.21432613816805
2021-12-16,C,Zamora,91.42534420756198,38,62,39,12,7,0.027780031511063043,24.784216692276694,0.5233285730066284,2021-12,2021-12-16,91.42534420756198
2021-12-17,C,Segovia,95.91889526465994,18,106,31,15,34,0.08246569576243391,21.077957138629944,7.828486179866575,2021-12,2021-12-17,95.91889526465994
2021-12-18,A,Soria,82.26882569953565,47,98,18,9,12,0.026719925922883705,23.940653932164707,8.455108108405604,2021-12,2021-12-18,82.26882569953565
2021-12-19,C,Ávila,95.23851818847643,15,103,38,49,17,0.01764696609005198,16.611758289433624,7.990821457719544,2021-12,2021-12-19,95.23851818847643
2021-12-20,A,Salamanca,94.58095245315717,28,59,46,41,9,0.04926214237214417,15.25369199882411,5.084790353080261,2021-12,2021-12-20,94.58095245315717
2021-12-21,A,Salamanca,78.88148006943116,20,102,32,49,31,0.06924766955554557,28.64346641070452,2.3290183864948166,2021-12,2021-12-21,78.88148006943116
2021-12-22,C,Palencia,94.32921751513598,11,93,22,42,5,0.04939451424401873,19.04445013150774,8.453299756887267,2021-12,2021-12-22,94.32921751513598
