Fecha hospitalizado,Hospital,Occupancy
2022-07-27,H. El Bierzo,7
2022-07-27,H. Medina del Campo,1
2022-07-27,H. Santos Reyes,2
2022-07-27,H.C.U. Valladolid,4
2022-07-27,H.U. Río Hortega,11
2022-07-28,C.A. Segovia,5
2022-07-28,C.A. Soria,5
2022-07-28,C.A. Zamora,6
2022-07-28,C.A. Ávila,5
2022-07-28,C.A.U. Burgos,6
2022-07-28,C.A.U. León,14
2022-07-28,C.A.U. Palencia,4
2022-07-28,C.A.U. Salamanca,7
2022-07-28,H. El Bierzo,7
2022-07-28,H. Medina del Campo,1
2022-07-28,H. Santos Reyes,1
2022-07-28,H.C.U. Valladolid,4
2022-07-28,H.U. Río Hortega,10
2022-07-29,C.A. Segovia,7
2022-07-29,C.A. Soria,5
2022-07-29,C.A. Zamora,7
2022-07-29,C.A. Ávila,5
2022-07-29,C.A.U. Burgos,6
2022-07-29,C.A.U. León,15
2022-07-29,C.A.U. Palencia,4
2022-07-29,C.A.U. Salamanca,5
2022-07-29,H. El Bierzo,7
2022-07-29,H. Medina del Campo,2
2022-07-29,H. Santiago Apóstol,2
2022-07-29,H. Santos Reyes,1
2022-07-29,H.C.U. Valladolid,5
2022-07-29,H.U. Río Hortega,7
2022-07-30,C.A. Segovia,6
2022-07-30,C.A. Soria,5
2022-07-30,C.A. Zamora,6
2022-07-30,C.A. Ávila,6
2022-07-30,C.A.U. Burgos,7
2022-07-30,C.A.U. León,16
2022-07-30,C.A.U. Palencia,4
2022-07-30,C.A.U. Salamanca,4
2022-07-30,H. El Bierzo,7
2022-07-30,H. Medina del Campo,3
2022-07-30,H. Santiago Apóstol,2
2022-07-30,H. Santos Reyes,2
2022-07-30,H.C.U. Valladolid,6
2022-07-30,H.U. Río Hortega,6
2022-07-31,C.A. Segovia,6
2022-07-31,C.A. Soria,4
2022-07-31,C.A. Zamora,7
2022-07-31,C.A. Ávila,6
2022-07-31,C.A.U. Burgos,8
2022-07-31,C.A.U. León,17
2022-07-31,C.A.U. Palencia,4
2022-07-31,C.A.U. Salamanca,5
2022-07-31,H. El Bierzo,7
2022-07-31,H. Medina del Campo,3
2022-07-31,H. Santiago Apóstol,2
2022-07-31,H. Santos Reyes,3
2022-07-31,H.C.U. Valladolid,6
2022-07-31,H.U. Río Hortega,6
2022-08-01,C.A. Segovia,7
2022-08-01,C.A. Soria,4
2022-08-01,C.A. Zamora,8
2022-08-01,C.A. Ávila,6
2022-08-01,C.A.U. Burgos,10
2022-08-01,C.A.U. León,18
2022-08-01,C.A.U. Palencia,5
2022-08-01,C.A.U. Salamanca,4
2022-08-01,H. El Bierzo,8
2022-08-01,H. Medina del Campo,3
2022-08-01,H. Santiago Apóstol,2
2022-08-01,H. Santos Reyes,6
2022-08-01,H.C.U. Valladolid,6
2022-08-01,H.U. Río Hortega,6
2022-08-02,C.A. Segovia,7
2022-08-02,C.A. Soria,4
2022-08-02,C.A. Zamora,7
2022-08-02,C.A. Ávila,8
2022-08-02,C.A.U. Burgos,8
2022-08-02,C.A.U. León,18
2022-08-02,C.A.U. Palencia,4
2022-08-02,C.A.U. Salamanca,4
2022-08-02,H. El Bierzo,6
2022-08-02,H. Medina del Campo,3
2022-08-02,H. Santiago Apóstol,2
2022-08-02,H. Santos Reyes,5
2022-08-02,H.C.U. Valladolid,6
2022-08-02,H.U. Río Hortega,6
2022-08-03,C.A. Segovia,5
2022-08-03,C.A. Soria,4
2022-08-03,C.A. Zamora,7
2022-08-03,C.A. Ávila,6
2022-08-03,C.A.U. Burgos,8
2022-08-03,C.A.U. León,17
2022-08-03,C.A.U. Palencia,5
2022-08-03,C.A.U. Salamanca,2
2022-08-03,H. El Bierzo,5
2022-08-03,H. Medina del Campo,3
2022-08-03,H. Santiago Apóstol,2
2022-08-03,H. Santos Reyes,5
2022-08-03,H.C.U. Valladolid,6
2022-08-03,H.U. Río Hortega,7
2022-08-04,C.A. Segovia,6
2022-08-04,C.A. Soria,2
2022-08-04,C.A. Zamora,9
2022-08-04,C.A. Ávila,6
2022-08-04,C.A.U. Burgos,9
2022-08-04,C.A.U. León,17
2022-08-04,C.A.U. Palencia,5
2022-08-04,C.A.U. Salamanca,2
2022-08-04,H. El Bierzo,7
2022-08-04,H. Medina del Campo,2
2022-08-04,H. Santiago Apóstol,2
2022-08-04,H. Santos Reyes,5
2022-08-04,H.C.U. Valladolid,6
2022-08-04,H.U. Río Hortega,3
2022-08-05,C.A. Segovia,6
2022-08-05,C.A. Soria,1
2022-08-05,C.A. Zamora,9
2022-08-05,C.A. Ávila,7
2022-08-05,C.A.U. Burgos,9
2022-08-05,C.A.U. León,18
2022-08-05,C.A.U. Palencia,3
2022-08-05,C.A.U. Salamanca,2
2022-08-05,H. El Bierzo,7
2022-08-05,H. Medina del Campo,1
2022-08-05,H. Santiago Apóstol,2
2022-08-05,H. Santos Reyes,6
2022-08-05,H.C.U. Valladolid,6
2022-08-05,H.U. Río Hortega,3
2022-08-06,C.A. Segovia,5
2022-08-06,C.A. Soria,1
2022-08-06,C.A. Zamora,8
2022-08-06,C.A. Ávila,8
2022-08-06,C.A.U. Burgos,8
2022-08-06,C.A.U. León,16
2022-08-06,C.A.U. Palencia,3
2022-08-06,C.A.U. Salamanca,3
2022-08-06,H. El Bierzo,7
2022-08-06,H. Santiago Apóstol,1
2022-08-06,H. Santos Reyes,6
2022-08-06,H.C.U. Valladolid,4
2022-08-06,H.U. Río Hortega,4
2022-08-07,C.A. Segovia,6
2022-08-07,C.A. Soria,1
2022-08-07,C.A. Zamora,8
2022-08-07,C.A. Ávila,8
2022-08-07,C.A.U. Burgos,8
2022-08-07,C.A.U. León,15
2022-08-07,C.A.U. Palencia,4
2022-08-07,C.A.U. Salamanca,3
2022-08-07,H. El Bierzo,9
2022-08-07,H. Santiago Apóstol,1
2022-08-07,H. Santos Reyes,7
2022-08-07,H.C.U. Valladolid,4
2022-08-07,H.U. Río Hortega,5
2022-08-08,C.A. Segovia,6
2022-08-08,C.A. Soria,1
2022-08-08,C.A. Zamora,8
2022-08-08,C.A. Ávila,8
2022-08-08,C.A.U. Burgos,10
2022-08-08,C.A.U. León,16
2022-08-08,C.A.U. Palencia,7
2022-08-08,C.A.U. Salamanca,4
2022-08-08,H. El Bierzo,9
2022-08-08,H. Santiago Apóstol,1
2022-08-08,H. Santos Reyes,7
2022-08-08,H.C.U. Valladolid,4
2022-08-08,H.U. Río Hortega,5
2022-08-09,C.A. Segovia,8
2022-08-09,C.A. Soria,1
2022-08-09,C.A. Zamora,8
2022-08-09,C.A. Ávila,7
2022-08-09,C.A.U. Burgos,10
2022-08-09,C.A.U. León,15
2022-08-09,C.A.U. Palencia,6
2022-08-09,C.A.U. Salamanca,7
2022-08-09,H. El Bierzo,9
2022-08-09,H. Santiago Apóstol,2
2022-08-09,H. Santos Reyes,3
2022-08-09,H.C.U. Valladolid,3
2022-08-09,H.U. Río Hortega,4
2022-08-10,C.A. Segovia,9
2022-08-10,C.A. Soria,1
2022-08-10,C.A. Zamora,7
2022-08-10,C.A. Ávila,6
2022-08-10,C.A.U. Burgos,9
2022-08-10,C.A.U. León,14
2022-08-10,C.A.U. Palencia,6
2022-08-10,C.A.U. Salamanca,7
2022-08-10,H. El Bierzo,10
2022-08-10,H. Santiago Apóstol,2
2022-08-10,H. Santos Reyes,1
2022-08-10,H.C.U. Valladolid,3
2022-08-10,H.U. Río Hortega,4
2022-08-11,C.A. Segovia,7
2022-08-11,C.A. Soria,3
2022-08-11,C.A. Zamora,7
2022-08-11,C.A. Ávila,5
2022-08-11,C.A.U. Burgos,8
2022-08-11,C.A.U. León,15
2022-08-11,C.A.U. Palencia,5
2022-08-11,C.A.U. Salamanca,10
2022-08-11,H. El Bierzo,10
2022-08-11,H. Medina del Campo,2
2022-08-11,H. Santiago Apóstol,2
2022-08-11,H. Santos Reyes,1
2022-08-11,H.C.U. Valladolid,3
2022-08-11,H.U. Río Hortega,3
2022-08-12,C.A. Segovia,7
2022-08-12,C.A. Soria,3
2022-08-12,C.A. Zamora,7
2022-08-12,C.A. Ávila,5
2022-08-12,C.A.U. Burgos,7
2022-08-12,C.A.U. León,16
2022-08-12,C.A.U. Palencia,5
2022-08-12,C.A.U. Salamanca,9
2022-08-12,H. El Bierzo,10
2022-08-12,H. Medina del Campo,2
2022-08-12,H. Santiago Apóstol,2
2022-08-12,H. Santos Reyes,1
2022-08-12,H.C.U. Valladolid,2
2022-08-12,H.U. Río Hortega,3
2022-08-13,C.A. Segovia,6
2022-08-13,C.A. Soria,4
2022-08-13,C.A. Zamora,7
2022-08-13,C.A. Ávila,2
2022-08-13,C.A.U. Burgos,8
2022-08-13,C.A.U. León,16
2022-08-13,C.A.U. Palencia,5
2022-08-13,C.A.U. Salamanca,6
2022-08-13,H. El Bierzo,10
2022-08-13,H. Medina del Campo,2
2022-08-13,H. Santiago Apóstol,2
2022-08-13,H. Santos Reyes,1
2022-08-13,H.C.U. Valladolid,2
2022-08-13,H.U. Río Hortega,2
2022-08-14,C.A. Segovia,6
2022-08-14,C.A. Soria,4
2022-08-14,C.A. Zamora,8
2022-08-14,C.A. Ávila,3
2022-08-14,C.A.U. Burgos,8
2022-08-14,C.A.U. León,17
2022-08-14,C.A.U. Palencia,4
2022-08-14,C.A.U. Salamanca,6
2022-08-14,H. El Bierzo,10
2022-08-14,H. Medina del Campo,2
2022-08-14,H. Santiago Apóstol,2
2022-08-14,H. Santos Reyes,1
2022-08-14,H.C.U. Valladolid,3
2022-08-14,H.U. Río Hortega,4
2022-08-15,C.A. Segovia,7
2022-08-15,C.A. Soria,3
2022-08-15,C.A. Zamora,7
2022-08-15,C.A. Ávila,5
2022-08-15,C.A.U. Burgos,9
2022-08-15,C.A.U. León,18
2022-08-15,C.A.U. Palencia,4
2022-08-15,C.A.U. Salamanca,7
2022-08-15,H. El Bierzo,10
2022-08-15,H. Medina del Campo,1
2022-08-15,H. Santiago Apóstol,1
2022-08-15,H. Santos Reyes,1
2022-08-15,H.C.U. Valladolid,4
2022-08-15,H.U. Río Hortega,4
2022-08-16,C.A. Segovia,7
2022-08-16,C.A. Soria,3
2022-08-16,C.A. Zamora,8
2022-08-16,C.A. Ávila,6
2022-08-16,C.A.U. Burgos,9
2022-08-16,C.A.U. León,20
2022-08-16,C.A.U. Palencia,6
2022-08-16,C.A.U. Salamanca,9
2022-08-16,H. El Bierzo,10
2022-08-16,H. Medina del Campo,1
2022-08-16,H. Santiago Apóstol,1
2022-08-16,H. Santos Reyes,1
2022-08-16,H.C.U. Valladolid,5
2022-08-16,H.U. Río Hortega,4
2022-08-17,C.A. Segovia,7
2022-08-17,C.A. Soria,3
2022-08-17,C.A. Zamora,7
2022-08-17,C.A. Ávila,6
2022-08-17,C.A.U. Burgos,7
2022-08-17,C.A.U. León,19
2022-08-17,C.A.U. Palencia,4
2022-08-17,C.A.U. Salamanca,9
2022-08-17,H. El Bierzo,6
2022-08-17,H. Medina del Campo,1
2022-08-17,H. Santiago Apóstol,1
2022-08-17,H. Santos Reyes,1
2022-08-17,H.C.U. Valladolid,6
2022-08-17,H.U. Río Hortega,4
2022-08-18,C.A. Segovia,4
2022-08-18,C.A. Soria,3
2022-08-18,C.A. Zamora,7
2022-08-18,C.A. Ávila,7
2022-08-18,C.A.U. Burgos,6
2022-08-18,C.A.U. León,17
2022-08-18,C.A.U. Palencia,5
2022-08-18,C.A.U. Salamanca,8
2022-08-18,H. El Bierzo,6
2022-08-18,H. Medina del Campo,1
2022-08-18,H.C.U. Valladolid,6
2022-08-18,H.U. Río Hortega,4
2022-08-19,C.A. Segovia,3
2022-08-19,C.A. Soria,4
2022-08-19,C.A. Zamora,6
2022-08-19,C.A. Ávila,7
2022-08-19,C.A.U. Burgos,6
2022-08-19,C.A.U. León,17
2022-08-19,C.A.U. Palencia,5
2022-08-19,C.A.U. Salamanca,6
2022-08-19,H. El Bierzo,6
2022-08-19,H. Medina del Campo,1
2022-08-19,H.C.U. Valladolid,6
2022-08-19,H.U. Río Hortega,5
2022-08-20,C.A. Segovia,3
2022-08-20,C.A. Soria,3
2022-08-20,C.A. Zamora,6
2022-08-20,C.A. Ávila,7
2022-08-20,C.A.U. Burgos,6
2022-08-20,C.A.U. León,16
2022-08-20,C.A.U. Palencia,4
2022-08-20,C.A.U. Salamanca,5
2022-08-20,H. El Bierzo,6
2022-08-20,H. Medina del Campo,1
2022-08-20,H. Santos Reyes,1
2022-08-20,H.C.U. Valladolid,7
2022-08-20,H.U. Río Hortega,4
2022-08-21,C.A. Segovia,3
2022-08-21,C.A. Soria,3
2022-08-21,C.A. Zamora,6
2022-08-21,C.A. Ávila,6
2022-08-21,C.A.U. Burgos,6
2022-08-21,C.A.U. León,18
2022-08-21,C.A.U. Palencia,5
2022-08-21,C.A.U. Salamanca,6
2022-08-21,H. El Bierzo,5
2022-08-21,H. Santos Reyes,2
2022-08-21,H.C.U. Valladolid,7
2022-08-21,H.U. Río Hortega,5
2022-08-22,C.A. Segovia,3
2022-08-22,C.A. Soria,4
2022-08-22,C.A. Zamora,6
2022-08-22,C.A. Ávila,8
2022-08-22,C.A.U. Burgos,8
2022-08-22,C.A.U. León,19
2022-08-22,C.A.U. Palencia,5
2022-08-22,C.A.U. Salamanca,7
2022-08-22,H. El Bierzo,5
2022-08-22,H. Medina del Campo,1
2022-08-22,H. Santos Reyes,4
2022-08-22,H.C.U. Valladolid,8
2022-08-22,H.U. Río Hortega,5
2022-08-23,C.A. Segovia,3
2022-08-23,C.A. Soria,4
2022-08-23,C.A. Zamora,7
2022-08-23,C.A. Ávila,8
2022-08-23,C.A.U. Burgos,12
2022-08-23,C.A.U. León,19
2022-08-23,C.A.U. Palencia,5
2022-08-23,C.A.U. Salamanca,7
2022-08-23,H. El Bierzo,5
2022-08-23,H. Medina del Campo,1
2022-08-23,H. Santos Reyes,4
2022-08-23,H.C.U. Valladolid,8
2022-08-23,H.U. Río Hortega,4
2022-08-24,C.A. Segovia,4
2022-08-24,C.A. Soria,3
2022-08-24,C.A. Zamora,7
2022-08-24,C.A. Ávila,7
2022-08-24,C.A.U. Burgos,12
2022-08-24,C.A.U. León,21
2022-08-24,C.A.U. Palencia,8
2022-08-24,C.A.U. Salamanca,8
2022-08-24,H. El Bierzo,5
2022-08-24,H. Medina del Campo,1
2022-08-24,H. Santos Reyes,4
2022-08-24,H.C.U. Valladolid,7
2022-08-24,H.U. Río Hortega,4
2022-08-25,C.A. Segovia,5
2022-08-25,C.A. Soria,4
2022-08-25,C.A. Zamora,7
2022-08-25,C.A. Ávila,7
2022-08-25,C.A.U. Burgos,13
2022-08-25,C.A.U. León,20
2022-08-25,C.A.U. Palencia,7
2022-08-25,C.A.U. Salamanca,9
2022-08-25,H. El Bierzo,5
2022-08-25,H. Medina del Campo,1
2022-08-25,H. Santos Reyes,4
2022-08-25,H.C.U. Valladolid,7
2022-08-25,H.U. Río Hortega,2
2022-08-26,C.A. Segovia,5
2022-08-26,C.A. Soria,5
2022-08-26,C.A. Zamora,6
2022-08-26,C.A. Ávila,6
2022-08-26,C.A.U. Burgos,11
2022-08-26,C.A.U. León,18
2022-08-26,C.A.U. Palencia,6
2022-08-26,C.A.U. Salamanca,8
2022-08-26,H. El Bierzo,5
2022-08-26,H. Medina del Campo,1
2022-08-26,H. Santos Reyes,3
2022-08-26,H.C.U. Valladolid,8
2022-08-26,H.U. Río Hortega,3
2022-08-27,C.A. Segovia,4
2022-08-27,C.A. Soria,5
2022-08-27,C.A. Zamora,5
2022-08-27,C.A. Ávila,3
2022-08-27,C.A.U. Burgos,12
2022-08-27,C.A.U. León,15
2022-08-27,C.A.U. Palencia,7
2022-08-27,C.A.U. Salamanca,9
2022-08-27,H. El Bierzo,7
2022-08-27,H. Medina del Campo,2
2022-08-27,H. Santos Reyes,4
2022-08-27,H.C.U. Valladolid,6
2022-08-27,H.U. Río Hortega,4
2022-08-28,C.A. Segovia,4
2022-08-28,C.A. Soria,5
2022-08-28,C.A. Zamora,6
2022-08-28,C.A. Ávila,4
2022-08-28,C.A.U. Burgos,11
2022-08-28,C.A.U. León,16
2022-08-28,C.A.U. Palencia,8
2022-08-28,C.A.U. Salamanca,9
2022-08-28,H. El Bierzo,7
2022-08-28,H. Medina del Campo,2
2022-08-28,H. Santiago Apóstol,1
2022-08-28,H. Santos Reyes,4
2022-08-28,H.C.U. Valladolid,7
2022-08-28,H.U. Río Hortega,7
2022-08-29,C.A. Segovia,4
2022-08-29,C.A. Soria,5
2022-08-29,C.A. Zamora,6
2022-08-29,C.A. Ávila,4
2022-08-29,C.A.U. Burgos,13
2022-08-29,C.A.U. León,19
2022-08-29,C.A.U. Palencia,9
2022-08-29,C.A.U. Salamanca,11
2022-08-29,H. El Bierzo,7
2022-08-29,H. Medina del Campo,1
2022-08-29,H. Santiago Apóstol,1
2022-08-29,H. Santos Reyes,4
2022-08-29,H.C.U. Valladolid,7
2022-08-29,H.U. Río Hortega,7
2022-08-30,C.A. Segovia,4
2022-08-30,C.A. Soria,5
2022-08-30,C.A. Zamora,5
2022-08-30,C.A. Ávila,3
2022-08-30,C.A.U. Burgos,11
2022-08-30,C.A.U. León,20
2022-08-30,C.A.U. Palencia,9
2022-08-30,C.A.U. Salamanca,9
2022-08-30,H. El Bierzo,9
2022-08-30,H. Medina del Campo,1
2022-08-30,H. Santiago Apóstol,1
2022-08-30,H. Santos Reyes,3
2022-08-30,H.C.U. Valladolid,7
2022-08-30,H.U. Río Hortega,6
2022-08-31,C.A. Segovia,4
2022-08-31,C.A. Soria,5
2022-08-31,C.A. Zamora,7
2022-08-31,C.A. Ávila,4
2022-08-31,C.A.U. Burgos,9
2022-08-31,C.A.U. León,18
2022-08-31,C.A.U. Palencia,9
2022-08-31,C.A.U. Salamanca,10
2022-08-31,H. El Bierzo,8
2022-08-31,H. Medina del Campo,1
2022-08-31,H. Santiago Apóstol,1
2022-08-31,H. Santos Reyes,3
2022-08-31,H.C.U. Valladolid,6
2022-08-31,H.U. Río Hortega,6
2022-09-01,C.A. Segovia,4
2022-09-01,C.A. Soria,3
2022-09-01,C.A. Zamora,10
2022-09-01,C.A. Ávila,5
2022-09-01,C.A.U. Burgos,8
2022-09-01,C.A.U. León,19
2022-09-01,C.A.U. Palencia,10
2022-09-01,C.A.U. Salamanca,8
2022-09-01,H. El Bierzo,10
2022-09-01,H. Medina del Campo,1
2022-09-01,H. Santiago Apóstol,1
2022-09-01,H. Santos Reyes,4
2022-09-01,H.C.U. Valladolid,8
2022-09-01,H.U. Río Hortega,6
2022-09-02,C.A. Segovia,3
2022-09-02,C.A. Soria,4
2022-09-02,C.A. Zamora,10
2022-09-02,C.A. Ávila,7
2022-09-02,C.A.U. Burgos,9
2022-09-02,C.A.U. León,18
2022-09-02,C.A.U. Palencia,6
2022-09-02,C.A.U. Salamanca,7
2022-09-02,H. El Bierzo,11
2022-09-02,H. Medina del Campo,1
2022-09-02,H. Santiago Apóstol,1
2022-09-02,H. Santos Reyes,3
2022-09-02,H.C.U. Valladolid,7
2022-09-02,H.U. Río Hortega,6
2022-09-03,C.A. Segovia,4
2022-09-03,C.A. Soria,4
2022-09-03,C.A. Zamora,9
2022-09-03,C.A. Ávila,7
2022-09-03,C.A.U. Burgos,9
2022-09-03,C.A.U. León,17
2022-09-03,C.A.U. Palencia,5
2022-09-03,C.A.U. Salamanca,8
2022-09-03,H. El Bierzo,11
2022-09-03,H. Medina del Campo,1
2022-09-03,H. Santiago Apóstol,1
2022-09-03,H. Santos Reyes,3
2022-09-03,H.C.U. Valladolid,5
2022-09-03,H.U. Río Hortega,6
2022-09-04,C.A. Segovia,4
2022-09-04,C.A. Soria,4
2022-09-04,C.A. Zamora,8
2022-09-04,C.A. Ávila,7
2022-09-04,C.A.U. Burgos,10
2022-09-04,C.A.U. León,16
2022-09-04,C.A.U. Palencia,5
2022-09-04,C.A.U. Salamanca,9
2022-09-04,H. El Bierzo,12
2022-09-04,H. Medina del Campo,1
2022-09-04,H. Santiago Apóstol,1
2022-09-04,H. Santos Reyes,2
2022-09-04,H.C.U. Valladolid,5
2022-09-04,H.U. Río Hortega,4
2022-09-05,C.A. Segovia,4
2022-09-05,C.A. Soria,5
2022-09-05,C.A. Zamora,8
2022-09-05,C.A. Ávila,7
2022-09-05,C.A.U. Burgos,11
2022-09-05,C.A.U. León,16
2022-09-05,C.A.U. Palencia,7
2022-09-05,C.A.U. Salamanca,12
2022-09-05,H. El Bierzo,12
2022-09-05,H. Medina del Campo,1
2022-09-05,H. Santiago Apóstol,1
2022-09-05,H. Santos Reyes,2
2022-09-05,H.C.U. Valladolid,5
2022-09-05,H.U. Río Hortega,4
2022-09-06,C.A. Segovia,3
2022-09-06,C.A. Soria,6
2022-09-06,C.A. Zamora,7
2022-09-06,C.A. Ávila,7
2022-09-06,C.A.U. Burgos,11
2022-09-06,C.A.U. León,16
2022-09-06,C.A.U. Palencia,6
2022-09-06,C.A.U. Salamanca,13
2022-09-06,H. El Bierzo,11
2022-09-06,H. Medina del Campo,1
2022-09-06,H. Santos Reyes,1
2022-09-06,H.C.U. Valladolid,5
2022-09-07,C.A. Segovia,2
2022-09-07,C.A. Soria,7
2022-09-07,C.A. Zamora,7
2022-09-07,C.A. Ávila,6
2022-09-07,C.A.U. Burgos,11
2022-09-07,C.A.U. León,13
2022-09-07,C.A.U. Palencia,5
2022-09-07,C.A.U. Salamanca,11
2022-09-07,H. El Bierzo,11
2022-09-07,H. Medina del Campo,2
2022-09-07,H.C.U. Valladolid,3
2022-09-07,H.U. Río Hortega,1
2022-09-08,C.A. Segovia,1
2022-09-08,C.A. Soria,7
2022-09-08,C.A. Zamora,7
2022-09-08,C.A. Ávila,5
2022-09-08,C.A.U. Burgos,10
2022-09-08,C.A.U. León,11
2022-09-08,C.A.U. Palencia,4
2022-09-08,C.A.U. Salamanca,11
2022-09-08,H. El Bierzo,10
2022-09-08,H. Medina del Campo,2
2022-09-08,H. Santiago Apóstol,1
2022-09-08,H.C.U. Valladolid,3
2022-09-08,H.U. Río Hortega,1
2022-09-09,C.A. Segovia,2
2022-09-09,C.A. Soria,7
2022-09-09,C.A. Zamora,7
2022-09-09,C.A. Ávila,6
2022-09-09,C.A.U. Burgos,9
2022-09-09,C.A.U. León,13
2022-09-09,C.A.U. Palencia,4
2022-09-09,C.A.U. Salamanca,10
2022-09-09,H. El Bierzo,10
2022-09-09,H. Medina del Campo,1
2022-09-09,H. Santiago Apóstol,1
2022-09-09,H. Santos Reyes,1
2022-09-09,H.C.U. Valladolid,3
2022-09-09,H.U. Río Hortega,1
2022-09-10,C.A. Segovia,2
2022-09-10,C.A. Soria,7
2022-09-10,C.A. Zamora,6
2022-09-10,C.A. Ávila,7
2022-09-10,C.A.U. Burgos,9
2022-09-10,C.A.U. León,16
2022-09-10,C.A.U. Salamanca,10
2022-09-10,H. El Bierzo,10
2022-09-10,H. Medina del Campo,1
2022-09-10,H. Santiago Apóstol,1
2022-09-10,H. Santos Reyes,1
2022-09-10,H.C.U. Valladolid,4
2022-09-10,H.U. Río Hortega,1
2022-09-11,C.A. Segovia,2
2022-09-11,C.A. Soria,8
2022-09-11,C.A. Zamora,6
2022-09-11,C.A. Ávila,8
2022-09-11,C.A.U. Burgos,11
2022-09-11,C.A.U. León,19
2022-09-11,C.A.U. Salamanca,10
2022-09-11,H. El Bierzo,10
2022-09-11,H. Medina del Campo,2
2022-09-11,H. Santiago Apóstol,1
2022-09-11,H. Santos Reyes,1
2022-09-11,H.C.U. Valladolid,4
2022-09-11,H.U. Río Hortega,1
2022-09-12,C.A. Segovia,3
2022-09-12,C.A. Soria,8
2022-09-12,C.A. Zamora,7
2022-09-12,C.A. Ávila,8
2022-09-12,C.A.U. Burgos,13
2022-09-12,C.A.U. León,20
2022-09-12,C.A.U. Palencia,1
2022-09-12,C.A.U. Salamanca,13
2022-09-12,H. El Bierzo,12
2022-09-12,H. Medina del Campo,2
2022-09-12,H. Santiago Apóstol,1
2022-09-12,H. Santos Reyes,1
2022-09-12,H.C.U. Valladolid,5
2022-09-12,H.U. Río Hortega,1
2022-09-13,C.A. Segovia,3
2022-09-13,C.A. Soria,6
2022-09-13,C.A. Zamora,7
2022-09-13,C.A. Ávila,8
2022-09-13,C.A.U. Burgos,14
2022-09-13,C.A.U. León,20
2022-09-13,C.A.U. Palencia,3
2022-09-13,C.A.U. Salamanca,13
2022-09-13,H. El Bierzo,10
2022-09-13,H. Medina del Campo,2
2022-09-13,H. Santiago Apóstol,1
2022-09-13,H. Santos Reyes,1
2022-09-13,H.C.U. Valladolid,5
2022-09-13,H.U. Río Hortega,1
2022-09-14,C.A. Segovia,3
2022-09-14,C.A. Soria,6
2022-09-14,C.A. Zamora,6
2022-09-14,C.A. Ávila,8
2022-09-14,C.A.U. Burgos,14
2022-09-14,C.A.U. León,19
2022-09-14,C.A.U. Palencia,4
2022-09-14,C.A.U. Salamanca,13
2022-09-14,H. El Bierzo,7
2022-09-14,H. Medina del Campo,1
2022-09-14,H. Santiago Apóstol,1
2022-09-14,H. Santos Reyes,1
2022-09-14,H.C.U. Valladolid,6
2022-09-15,C.A. Segovia,4
2022-09-15,C.A. Soria,5
2022-09-15,C.A. Zamora,6
2022-09-15,C.A. Ávila,8
2022-09-15,C.A.U. Burgos,15
2022-09-15,C.A.U. León,18
2022-09-15,C.A.U. Palencia,5
2022-09-15,C.A.U. Salamanca,10
2022-09-15,H. El Bierzo,7
2022-09-15,H. Medina del Campo,1
2022-09-15,H. Santiago Apóstol,1
2022-09-15,H. Santos Reyes,1
2022-09-15,H.C.U. Valladolid,5
2022-09-15,H.U. Río Hortega,2
2022-09-16,C.A. Segovia,5
2022-09-16,C.A. Soria,4
2022-09-16,C.A. Zamora,8
2022-09-16,C.A. Ávila,8
2022-09-16,C.A.U. Burgos,15
2022-09-16,C.A.U. León,17
2022-09-16,C.A.U. Palencia,5
2022-09-16,C.A.U. Salamanca,9
2022-09-16,H. El Bierzo,9
2022-09-16,H. Medina del Campo,1
2022-09-16,H. Santiago Apóstol,1
2022-09-16,H. Santos Reyes,1
2022-09-16,H.C.U. Valladolid,3
2022-09-16,H.U. Río Hortega,2
2022-09-17,C.A. Segovia,6
2022-09-17,C.A. Soria,3
2022-09-17,C.A. Zamora,7
2022-09-17,C.A. Ávila,9
2022-09-17,C.A.U. Burgos,15
2022-09-17,C.A.U. León,18
2022-09-17,C.A.U. Palencia,8
2022-09-17,C.A.U. Salamanca,8
2022-09-17,H. El Bierzo,8
2022-09-17,H. Medina del Campo,1
2022-09-17,H. Santiago Apóstol,1
2022-09-17,H. Santos Reyes,1
2022-09-17,H.C.U. Valladolid,3
2022-09-17,H.U. Río Hortega,2
2022-09-18,C.A. Segovia,6
2022-09-18,C.A. Soria,4
2022-09-18,C.A. Zamora,10
2022-09-18,C.A. Ávila,10
2022-09-18,C.A.U. Burgos,15
2022-09-18,C.A.U. León,19
2022-09-18,C.A.U. Palencia,8
2022-09-18,C.A.U. Salamanca,7
2022-09-18,H. El Bierzo,7
2022-09-18,H. Medina del Campo,1
2022-09-18,H. Santiago Apóstol,1
2022-09-18,H. Santos Reyes,3
2022-09-18,H.C.U. Valladolid,4
2022-09-18,H.U. Río Hortega,2
2022-09-19,C.A. Segovia,6
2022-09-19,C.A. Soria,4
2022-09-19,C.A. Zamora,10
2022-09-19,C.A. Ávila,10
2022-09-19,C.A.U. Burgos,14
2022-09-19,C.A.U. León,20
2022-09-19,C.A.U. Palencia,9
2022-09-19,C.A.U. Salamanca,9
2022-09-19,H. El Bierzo,8
2022-09-19,H. Medina del Campo,1
2022-09-19,H. Santiago Apóstol,1
2022-09-19,H. Santos Reyes,3
2022-09-19,H.C.U. Valladolid,4
2022-09-19,H.U. Río Hortega,4
