provincia,fecha,tmax,tmin,precip_mm,humedad_%,viento_kph
Palencia,2023-10-16,20,13,1.6,69,10
Palencia,2023-10-17,22,16,1.9,62,25
Palencia,2023-10-18,19,15,9.9,71,30
Palencia,2023-10-19,15,11,19.8,81,27
Palencia,2023-10-20,14,9,1.3,70,31
Palencia,2023-10-21,14,7,0.0,66,17
Palencia,2023-10-22,17,8,2.3,55,10
Palencia,2023-10-23,13,9,4.3,77,18
Palencia,2023-10-24,12,6,2.8,79,19
Palencia,2023-10-25,16,11,0.5,81,27
Palencia,2023-10-26,16,9,8.7,80,30
Palencia,2023-10-27,13,8,2.9,78,26
Palencia,2023-10-28,15,9,2.5,76,30
Palencia,2023-10-29,13,11,25.5,82,25
Palencia,2023-10-30,12,8,0.6,74,23
Palencia,2023-10-31,13,6,0.0,75,14
Palencia,2023-11-01,14,8,1.5,76,30
Palencia,2023-11-02,14,6,11.7,74,37
Palencia,2023-11-03,10,6,3.7,72,30
Palencia,2023-11-04,13,7,3.4,80,40
Palencia,2023-11-05,11,6,0.7,73,31
Palencia,2023-11-06,10,5,0.6,68,18
Palencia,2023-11-07,10,3,4.7,76,15
Palencia,2023-11-08,10,5,7.5,81,16
Palencia,2023-11-09,12,7,5.5,73,19
Palencia,2023-11-10,11,6,4.5,85,18
Palencia,2023-11-11,17,10,0.4,85,29
Palencia,2023-11-12,17,12,0.2,79,22
Palencia,2023-11-13,18,12,0.0,81,18
Palencia,2023-11-14,17,10,0.0,81,17
Palencia,2023-11-15,16,10,0.3,81,6
Palencia,2023-11-16,18,11,0.3,85,13
Palencia,2023-11-17,15,7,0.0,75,4
Palencia,2023-11-18,16,8,0.0,64,5
Palencia,2023-11-19,16,7,0.0,71,4
Palencia,2023-11-20,13,8,0.5,76,7
Palencia,2023-11-21,10,5,0.1,64,8
Palencia,2023-11-22,10,5,0.2,71,19
Palencia,2023-11-23,11,4,0.0,62,22
Palencia,2023-11-24,13,4,0.0,74,18
Palencia,2023-11-25,13,4,0.0,78,10
Palencia,2023-11-26,11,3,0.0,73,6
Palencia,2023-11-27,13,4,0.0,71,11
Palencia,2023-11-28,13,8,5.2,85,11
Palencia,2023-11-29,14,9,1.1,84,24
Palencia,2023-11-30,12,7,28.1,88,17
Palencia,2023-12-01,8,3,4.5,74,18
Palencia,2023-12-02,7,2,0.1,76,9
Palencia,2023-12-03,8,0,0.0,74,12
Palencia,2023-12-04,10,4,3.8,76,25
Palencia,2023-12-05,6,-0,0.0,73,6
Palencia,2023-12-06,8,-0,0.0,69,6
Palencia,2023-12-07,10,3,17.5,86,14
Palencia,2023-12-08,9,5,0.0,77,20
Palencia,2023-12-09,14,6,0.1,87,21
Palencia,2023-12-10,14,9,0.1,90,15
Palencia,2023-12-11,13,8,0.0,86,13
Palencia,2023-12-12,13,9,5.6,83,23
Palencia,2023-12-13,8,5,0.0,74,23
Palencia,2023-12-14,9,3,0.0,73,8
Palencia,2023-12-15,11,1,0.0,77,9
Palencia,2023-12-16,12,3,0.0,70,9
Palencia,2023-12-17,7,2,0.0,52,3
Palencia,2023-12-18,5,-0,0.0,47,3
Palencia,2023-12-19,6,-1,0.0,43,3
Palencia,2023-12-20,8,-1,2.1,72,7
Palencia,2023-12-21,9,0,0.0,79,4
Palencia,2023-12-22,8,1,0.0,78,5
Palencia,2023-12-23,9,1,0.0,82,10
Palencia,2023-12-24,7,0,0.0,77,6
Palencia,2023-12-25,6,-0,0.0,61,2
Palencia,2023-12-26,6,-0,0.0,66,3
Palencia,2023-12-27,8,-1,0.0,64,7
Palencia,2023-12-28,9,1,0.8,75,9
Palencia,2023-12-29,10,5,2.5,86,6
Palencia,2023-12-30,11,6,0.3,79,14
Palencia,2023-12-31,8,4,0.2,72,20
Palencia,2024-01-01,8,1,0.0,74,10
Palencia,2024-01-02,11,3,0.8,72,21
Palencia,2024-01-03,13,7,6.5,86,20
Palencia,2024-01-04,10,4,2.8,79,12
Palencia,2024-01-05,8,2,0.7,77,15
Palencia,2024-01-06,7,0,0.0,74,14
Palencia,2024-01-07,7,-2,0.0,72,6
Palencia,2024-01-08,4,-2,0.1,77,4
Palencia,2024-01-09,4,-1,0.3,90,4
Palencia,2024-01-10,6,2,3.7,87,9
Palencia,2024-01-11,5,-1,0.0,74,13
Palencia,2024-01-12,7,-2,0.0,64,9
Palencia,2024-01-13,10,-0,0.2,60,5
Palencia,2024-01-14,10,5,6.3,93,11
Palencia,2024-01-15,13,9,8.6,92,15
Palencia,2024-01-16,13,10,4.4,89,20
Palencia,2024-01-17,11,8,13.7,81,31
Palencia,2024-01-18,11,7,1.3,75,25
Palencia,2024-01-19,5,-3,3.6,86,26
Palencia,2024-01-20,4,-4,0.0,68,9
Palencia,2024-01-21,8,-2,0.0,58,7
Palencia,2024-01-22,12,3,0.0,85,12
Palencia,2024-01-23,13,6,0.1,88,4
Palencia,2024-01-24,13,6,0.0,77,2
Palencia,2024-01-25,13,5,0.0,71,4
Palencia,2024-01-26,12,4,0.0,69,8
Palencia,2024-01-27,15,4,0.0,58,3
Palencia,2024-01-28,15,5,0.0,56,5
Palencia,2024-01-29,15,5,0.0,59,3
Palencia,2024-01-30,15,3,0.0,62,3
Palencia,2024-01-31,13,4,0.0,62,5
Palencia,2024-02-01,16,3,0.0,62,11
Palencia,2024-02-02,12,5,0.0,78,17
Palencia,2024-02-03,14,3,0.0,73,5
Palencia,2024-02-04,15,3,0.0,61,3
Palencia,2024-02-05,13,3,0.0,58,3
Palencia,2024-02-06,13,4,0.0,66,6
Palencia,2024-02-07,11,4,0.1,83,17
Palencia,2024-02-08,11,7,0.4,74,28
Palencia,2024-02-09,11,6,16.2,85,21
Palencia,2024-02-10,7,2,3.6,70,26
Palencia,2024-02-11,6,1,1.4,88,17
Palencia,2024-02-12,14,4,0.2,78,20
Palencia,2024-02-13,16,6,0.9,84,12
Palencia,2024-02-14,17,9,0.0,81,7
Palencia,2024-02-15,16,9,5.0,81,14
Palencia,2024-02-16,12,6,0.5,75,8
Palencia,2024-02-17,14,3,0.0,62,5
Palencia,2024-02-18,15,4,0.0,57,2
Palencia,2024-02-19,14,7,0.0,68,14
Palencia,2024-02-20,16,1,0.0,46,8
Palencia,2024-02-21,15,3,0.0,54,12
Palencia,2024-02-22,12,4,2.7,73,27
Palencia,2024-02-23,8,1,1.1,70,26
Palencia,2024-02-24,8,0,1.0,72,26
Palencia,2024-02-25,11,5,8.9,82,36
Palencia,2024-02-26,8,3,3.8,68,27
Palencia,2024-02-27,9,1,0.0,59,14
Palencia,2024-02-28,11,-0,0.0,69,9
Palencia,2024-02-29,10,2,3.7,71,15
Palencia,2024-03-01,9,-1,0.0,74,23
Palencia,2024-03-02,7,2,15.7,76,27
Palencia,2024-03-03,9,-1,1.2,71,21
Palencia,2024-03-04,11,3,1.7,78,22
Palencia,2024-03-05,10,1,0.0,64,12
Palencia,2024-03-06,12,1,0.0,60,6
Palencia,2024-03-07,12,3,3.7,69,19
Palencia,2024-03-08,8,2,9.2,84,26
Palencia,2024-03-09,6,2,11.2,81,25
Palencia,2024-03-10,10,2,2.1,78,27
Palencia,2024-03-11,11,3,0.0,67,20
Palencia,2024-03-12,14,1,0.0,66,4
Palencia,2024-03-13,17,2,0.0,55,6
Palencia,2024-03-14,16,7,0.0,71,15
Palencia,2024-03-15,16,7,1.2,72,13
Palencia,2024-03-16,18,6,0.0,71,9
Palencia,2024-03-17,19,8,0.0,73,9
Palencia,2024-03-18,20,8,0.0,68,6
Palencia,2024-03-19,20,7,0.0,69,5
Palencia,2024-03-20,22,8,0.9,62,6
Palencia,2024-03-21,22,10,0.3,64,16
Palencia,2024-03-22,25,10,0.0,52,8
Palencia,2024-03-23,18,8,0.0,63,26
Palencia,2024-03-24,18,4,0.0,52,17
Palencia,2024-03-25,16,5,0.0,58,16
Palencia,2024-03-26,7,-0,3.0,75,20
Palencia,2024-03-27,12,1,2.7,76,33
Palencia,2024-03-28,11,2,10.2,81,32
Palencia,2024-03-29,9,3,13.7,74,19
Palencia,2024-03-30,10,2,8.1,83,15
Palencia,2024-03-31,9,3,2.5,83,18
Palencia,2024-04-01,9,2,2.1,76,26
Palencia,2024-04-02,11,1,2.1,82,18
Palencia,2024-04-03,14,6,0.5,76,19
Palencia,2024-04-04,19,6,0.0,66,13
Palencia,2024-04-05,21,8,0.0,58,19
Palencia,2024-04-06,21,11,0.0,55,20
Palencia,2024-04-07,16,11,9.3,82,8
Palencia,2024-04-08,11,4,8.3,73,22
Palencia,2024-04-09,13,1,0.0,61,14
Palencia,2024-04-10,16,2,0.0,63,10
Palencia,2024-04-11,22,7,0.0,67,13
Palencia,2024-04-12,25,8,0.0,56,6
Palencia,2024-04-13,26,10,0.0,50,6
Palencia,2024-04-14,26,11,0.0,53,9
Palencia,2024-04-15,20,9,0.0,63,16
Palencia,2024-04-16,17,5,0.0,68,15
Palencia,2024-04-17,15,5,0.0,65,20
Palencia,2024-04-18,15,3,0.0,65,21
Palencia,2024-04-19,20,1,0.0,49,12
Palencia,2024-04-20,19,5,0.0,53,23
Palencia,2024-04-21,17,3,0.0,58,24
Palencia,2024-04-22,13,3,0.0,57,25
Palencia,2024-04-23,13,-0,0.2,65,14
Palencia,2024-04-24,15,0,0.0,64,7
Palencia,2024-04-25,14,5,0.2,62,12
Palencia,2024-04-26,13,5,2.8,74,13
Palencia,2024-04-27,10,3,9.7,79,16
Palencia,2024-04-28,13,1,0.5,65,8
Palencia,2024-04-29,16,2,0.5,68,10
Palencia,2024-04-30,15,4,2.7,74,15
Palencia,2024-05-01,12,1,2.3,66,16
Palencia,2024-05-02,13,0,1.1,69,17
Palencia,2024-05-03,14,3,0.1,71,17
Palencia,2024-05-04,18,9,0.0,75,22
Palencia,2024-05-05,16,9,15.6,89,18
Palencia,2024-05-06,17,7,0.5,69,12
Palencia,2024-05-07,18,4,0.0,68,10
Palencia,2024-05-08,21,4,0.0,65,15
Palencia,2024-05-09,24,6,0.0,59,7
Palencia,2024-05-10,26,11,0.0,45,4
Palencia,2024-05-11,25,11,2.4,68,8
Palencia,2024-05-12,23,10,0.0,67,7
Palencia,2024-05-13,22,10,5.4,71,17
Palencia,2024-05-14,15,7,2.4,70,17
Palencia,2024-05-15,14,3,1.0,70,15
Palencia,2024-05-16,13,4,1.1,73,15
Palencia,2024-05-17,16,6,8.8,70,10
Palencia,2024-05-18,16,5,2.4,74,9
Palencia,2024-05-19,15,6,3.5,81,6
Palencia,2024-05-20,17,5,3.3,72,9
Palencia,2024-05-21,18,6,1.7,75,10
Palencia,2024-05-22,17,6,0.0,71,12
Palencia,2024-05-23,18,5,0.0,66,11
Palencia,2024-05-24,22,5,0.0,62,8
Palencia,2024-05-25,25,10,0.0,51,12
Palencia,2024-05-26,23,10,0.5,66,11
Palencia,2024-05-27,20,8,0.0,73,16
Palencia,2024-05-28,26,7,0.0,56,11
Palencia,2024-05-29,28,11,0.0,60,9
Palencia,2024-05-30,27,12,0.7,69,17
Palencia,2024-05-31,20,7,0.0,62,27
Palencia,2024-06-01,20,6,0.0,66,26
Palencia,2024-06-02,21,8,0.0,68,25
Palencia,2024-06-03,25,8,0.0,67,19
Palencia,2024-06-04,28,9,0.0,59,8
Palencia,2024-06-05,29,13,0.0,46,8
Palencia,2024-06-06,31,15,1.4,45,7
Palencia,2024-06-07,31,16,1.7,62,13
Palencia,2024-06-08,24,14,14.7,81,12
Palencia,2024-06-09,20,11,3.8,76,14
Palencia,2024-06-10,20,8,0.0,64,22
Palencia,2024-06-11,20,6,0.0,65,18
Palencia,2024-06-12,19,8,3.7,63,21
Palencia,2024-06-13,24,5,0.0,54,11
Palencia,2024-06-14,25,12,0.5,57,18
Palencia,2024-06-15,22,7,0.0,49,8
Palencia,2024-06-16,25,10,0.0,49,12
Palencia,2024-06-17,27,11,0.8,54,13
Palencia,2024-06-18,18,12,17.2,86,8
Palencia,2024-06-19,22,10,0.5,66,6
Palencia,2024-06-20,21,10,12.1,76,8
Palencia,2024-06-21,24,9,0.0,63,6
Palencia,2024-06-22,23,13,0.0,56,9
Palencia,2024-06-23,26,10,0.0,62,13
Palencia,2024-06-24,28,13,0.0,58,13
Palencia,2024-06-25,32,15,1.3,51,10
Palencia,2024-06-26,32,16,3.5,57,10
Palencia,2024-06-27,31,17,0.1,58,13
Palencia,2024-06-28,29,15,13.3,66,16
Palencia,2024-06-29,19,15,23.8,88,8
Palencia,2024-06-30,24,12,2.8,74,7
Palencia,2024-07-01,24,11,0.0,57,18
Palencia,2024-07-02,26,11,0.0,60,13
Palencia,2024-07-03,28,12,0.0,47,11
Palencia,2024-07-04,30,14,0.0,43,15
Palencia,2024-07-05,36,17,3.0,49,13
Palencia,2024-07-06,23,13,0.1,73,20
Palencia,2024-07-07,26,9,0.0,55,13
Palencia,2024-07-08,30,15,0.0,40,10
Palencia,2024-07-09,27,17,4.3,46,16
Palencia,2024-07-10,30,17,0.0,55,12
Palencia,2024-07-11,31,19,0.0,43,15
Palencia,2024-07-12,26,14,0.0,61,14
Palencia,2024-07-13,30,11,0.0,48,13
Palencia,2024-07-14,28,17,0.4,30,12
Palencia,2024-07-15,28,18,5.9,44,21
Palencia,2024-07-16,28,13,0.0,45,7
Palencia,2024-07-17,33,13,0.0,46,10
Palencia,2024-07-18,34,17,0.0,29,11
Palencia,2024-07-19,34,18,0.0,34,11
Palencia,2024-07-20,32,17,0.0,50,14
Palencia,2024-07-21,28,13,0.0,50,12
Palencia,2024-07-22,32,12,0.0,41,15
Palencia,2024-07-23,36,16,0.0,40,12
Palencia,2024-07-24,36,18,0.0,38,13
Palencia,2024-07-25,36,17,0.0,44,20
Palencia,2024-07-26,35,16,0.0,40,16
Palencia,2024-07-27,35,16,0.0,51,12
Palencia,2024-07-28,38,17,0.0,42,15
Palencia,2024-07-29,35,23,0.0,35,10
Palencia,2024-07-30,36,21,0.1,34,13
Palencia,2024-07-31,35,21,0.0,26,12
Palencia,2024-08-01,34,18,0.0,46,12
Palencia,2024-08-02,30,15,0.0,57,20
Palencia,2024-08-03,32,14,0.0,44,13
Palencia,2024-08-04,35,15,0.0,33,12
Palencia,2024-08-05,35,18,0.0,37,12
Palencia,2024-08-06,33,16,0.0,50,14
Palencia,2024-08-07,34,15,0.0,52,18
Palencia,2024-08-08,36,16,0.0,52,15
Palencia,2024-08-09,37,18,0.0,44,15
Palencia,2024-08-10,39,20,0.0,32,13
Palencia,2024-08-11,38,22,0.0,19,13
Palencia,2024-08-12,35,20,0.0,33,11
Palencia,2024-08-13,27,16,4.9,63,12
Palencia,2024-08-14,26,15,0.3,58,17
Palencia,2024-08-15,30,10,0.0,47,17
Palencia,2024-08-16,32,13,0.0,33,10
Palencia,2024-08-17,32,16,0.0,39,12
Palencia,2024-08-18,29,16,0.1,57,15
Palencia,2024-08-19,31,12,0.0,44,13
Palencia,2024-08-20,33,16,0.0,36,17
Palencia,2024-08-21,33,16,0.0,51,17
Palencia,2024-08-22,35,16,0.0,39,10
Palencia,2024-08-23,34,16,0.0,44,10
Palencia,2024-08-24,33,15,0.0,34,16
Palencia,2024-08-25,25,14,0.0,60,26
Palencia,2024-08-26,30,10,0.0,44,15
Palencia,2024-08-27,33,15,0.0,34,9
Palencia,2024-08-28,34,16,0.0,33,10
Palencia,2024-08-29,30,16,1.3,56,13
Palencia,2024-08-30,30,16,0.2,53,12
Palencia,2024-08-31,28,16,5.6,62,12
Palencia,2024-09-01,27,15,0.0,56,9
Palencia,2024-09-02,28,16,0.8,64,13
Palencia,2024-09-03,21,14,0.7,76,25
Palencia,2024-09-04,21,13,0.5,67,20
Palencia,2024-09-05,21,12,0.4,56,10
Palencia,2024-09-06,22,10,4.4,51,12
Palencia,2024-09-07,22,11,0.1,48,14
Palencia,2024-09-08,23,13,0.0,40,7
Palencia,2024-09-09,25,10,0.0,51,11
Palencia,2024-09-10,25,12,0.0,54,16
Palencia,2024-09-11,23,10,0.0,46,11
Palencia,2024-09-12,22,11,0.1,65,15
Palencia,2024-09-13,19,9,0.0,56,23
Palencia,2024-09-14,24,7,0.0,43,15
Palencia,2024-09-15,26,10,0.0,29,18
Palencia,2024-09-16,24,11,0.0,37,25
Palencia,2024-09-17,20,10,0.0,61,27
Palencia,2024-09-18,25,10,0.0,57,15
Palencia,2024-09-19,26,12,0.0,56,9
Palencia,2024-09-20,22,12,4.7,65,6
Palencia,2024-09-21,23,13,8.0,55,9
Palencia,2024-09-22,22,12,0.2,54,12
Palencia,2024-09-23,21,9,0.0,53,8
Palencia,2024-09-24,20,11,0.0,53,14
Palencia,2024-09-25,22,14,0.5,72,26
Palencia,2024-09-26,20,13,4.5,72,34
Palencia,2024-09-27,16,10,0.1,58,22
Palencia,2024-09-28,17,6,0.0,57,9
Palencia,2024-09-29,24,8,0.0,37,11
Palencia,2024-09-30,25,12,0.0,41,8
Palencia,2024-10-01,24,15,1.1,61,15
Palencia,2024-10-02,20,15,14.6,77,17
Palencia,2024-10-03,18,9,0.0,66,10
Palencia,2024-10-04,19,8,0.0,54,7
Palencia,2024-10-05,23,12,0.3,64,13
Palencia,2024-10-06,20,15,28.5,76,23
Palencia,2024-10-07,16,12,26.1,84,17
Palencia,2024-10-08,16,10,2.1,77,27
Palencia,2024-10-09,19,13,3.7,80,37
Palencia,2024-10-10,17,9,0.0,64,14
Palencia,2024-10-11,17,8,0.0,65,11
Palencia,2024-10-12,18,14,2.1,80,12
Palencia,2024-10-13,21,11,0.0,75,7
Palencia,2024-10-14,22,13,0.9,71,7
Palencia,2024-10-15,20,15,11.6,74,16
Palencia,2024-10-16,21,14,20.2,77,21
Palencia,2024-10-17,16,9,3.8,66,19
Palencia,2024-10-18,14,6,0.0,67,10
Palencia,2024-10-19,17,11,1.0,82,16
Palencia,2024-10-20,19,12,0.0,74,8
Palencia,2024-10-21,20,9,0.0,68,9
Palencia,2024-10-22,17,11,0.0,74,22
Palencia,2024-10-23,20,9,0.0,68,9
Palencia,2024-10-24,20,11,0.7,68,12
Palencia,2024-10-25,14,7,5.0,62,14
Palencia,2024-10-26,11,4,0.4,66,5
Palencia,2024-10-27,10,6,4.7,75,13
Palencia,2024-10-28,17,8,0.3,76,19
Palencia,2024-10-29,19,9,1.1,76,17
Palencia,2024-10-30,17,12,9.0,81,19
Palencia,2024-10-31,18,10,0.0,71,14
Palencia,2024-11-01,19,11,0.6,69,8
Palencia,2024-11-02,18,10,0.0,75,13
Palencia,2024-11-03,19,10,0.0,71,9
Palencia,2024-11-04,17,9,0.0,70,8
Palencia,2024-11-05,18,10,0.0,71,7
Palencia,2024-11-06,20,9,0.0,67,7
Palencia,2024-11-07,19,8,0.0,66,5
Palencia,2024-11-08,19,10,0.2,65,6
Palencia,2024-11-09,15,9,0.0,80,8
Palencia,2024-11-10,15,8,1.7,67,5
Palencia,2024-11-11,14,8,0.1,76,18
Palencia,2024-11-12,12,5,0.0,67,23
Palencia,2024-11-13,8,3,1.1,73,25
Palencia,2024-11-14,16,5,0.1,73,15
Palencia,2024-11-15,16,8,0.0,76,8
Palencia,2024-11-16,15,6,0.0,75,6
Palencia,2024-11-17,17,6,0.0,66,4
Palencia,2024-11-18,16,6,0.0,68,6
Palencia,2024-11-19,15,6,0.0,68,10
Palencia,2024-11-20,13,7,0.1,70,19
Palencia,2024-11-21,13,8,0.6,76,31
Palencia,2024-11-22,11,5,2.0,67,12
Palencia,2024-11-23,15,5,0.0,72,12
Palencia,2024-11-24,19,10,0.0,59,29
Palencia,2024-11-25,16,6,17.0,63,22
Palencia,2024-11-26,10,4,0.0,73,7
Palencia,2024-11-27,11,2,0.0,74,3
Palencia,2024-11-28,13,2,0.0,58,4
Palencia,2024-11-29,15,4,0.0,55,5
Palencia,2024-11-30,16,8,0.0,82,7
Palencia,2024-12-01,16,7,0.2,68,6
Palencia,2024-12-02,13,7,1.0,75,8
Palencia,2024-12-03,11,6,1.4,77,8
Palencia,2024-12-04,13,6,0.1,74,8
Palencia,2024-12-05,13,6,0.0,72,6
Palencia,2024-12-06,15,7,0.0,81,8
Palencia,2024-12-07,11,5,0.0,66,20
Palencia,2024-12-08,8,3,0.0,65,23
Palencia,2024-12-09,6,0,0.3,81,12
Palencia,2024-12-10,5,-0,0.1,85,7
Palencia,2024-12-11,5,-1,0.7,77,10
Palencia,2024-12-12,7,-1,0.0,75,7
Palencia,2024-12-13,7,-0,0.2,73,6
Palencia,2024-12-14,8,-1,0.0,76,5
Palencia,2024-12-15,7,-2,0.0,74,5
Palencia,2024-12-16,9,0,0.0,72,6
Palencia,2024-12-17,9,1,0.0,52,5
Palencia,2024-12-18,14,4,0.0,60,12
Palencia,2024-12-19,11,3,3.0,78,23
Palencia,2024-12-20,7,-0,0.0,75,7
Palencia,2024-12-21,8,-2,0.0,73,4
Palencia,2024-12-22,11,1,0.0,75,10
Palencia,2024-12-23,9,3,0.0,72,9
Palencia,2024-12-24,11,1,0.0,85,11
Palencia,2024-12-25,13,5,0.0,80,13
Palencia,2024-12-26,11,3,0.0,78,3
Palencia,2024-12-27,11,3,0.0,76,6
Palencia,2024-12-28,9,2,0.0,77,3
Palencia,2024-12-29,6,0,0.0,69,5
Palencia,2024-12-30,5,-0,0.0,62,3
Palencia,2024-12-31,8,-1,0.0,60,4
Palencia,2025-01-01,6,-1,0.0,61,6
Palencia,2025-01-02,7,-1,0.0,68,10
Palencia,2025-01-03,6,1,3.8,83,10
Palencia,2025-01-04,11,3,0.2,77,13
Palencia,2025-01-05,10,3,3.2,83,23
Palencia,2025-01-06,9,2,1.2,74,25
Palencia,2025-01-07,10,2,0.6,84,26
Palencia,2025-01-08,11,7,1.0,79,30
Palencia,2025-01-09,13,8,1.3,81,25
Palencia,2025-01-10,13,6,0.3,88,14
Palencia,2025-01-11,14,5,2.1,82,13
Palencia,2025-01-12,9,1,0.0,73,13
Palencia,2025-01-13,9,-2,0.0,42,17
Palencia,2025-01-14,8,-3,0.0,32,7
Palencia,2025-01-15,12,-3,0.0,27,9
Palencia,2025-01-16,10,2,0.0,60,16
Palencia,2025-01-17,8,-1,0.0,72,14
Palencia,2025-01-18,8,-2,0.0,69,4
Palencia,2025-01-19,8,-2,1.6,60,6
Palencia,2025-01-20,7,1,3.6,94,7
Palencia,2025-01-21,11,6,7.5,89,12
Palencia,2025-01-22,11,7,17.5,89,16
Palencia,2025-01-23,13,7,2.5,79,8
Palencia,2025-01-24,13,6,0.2,82,18
Palencia,2025-01-25,10,4,4.2,74,22
Palencia,2025-01-26,12,3,2.3,81,32
Palencia,2025-01-27,11,2,20.6,83,34
Palencia,2025-01-28,8,1,0.5,77,29
Palencia,2025-01-29,8,2,2.9,78,30
Palencia,2025-01-30,8,2,0.1,64,22
Palencia,2025-01-31,8,-0,0.0,67,4
Palencia,2025-02-01,11,1,0.0,70,6
Palencia,2025-02-02,5,-1,5.7,85,7
Palencia,2025-02-03,10,0,0.0,73,10
Palencia,2025-02-04,9,-2,0.0,72,5
Palencia,2025-02-05,11,-2,0.0,68,13
Palencia,2025-02-06,9,-1,0.0,65,7
Palencia,2025-02-07,8,1,7.2,83,12
Palencia,2025-02-08,7,-2,0.0,72,6
Palencia,2025-02-09,14,4,0.5,76,11
Palencia,2025-02-10,11,5,1.8,90,5
Palencia,2025-02-11,13,5,1.2,76,10
Palencia,2025-02-12,11,4,2.6,77,13
Palencia,2025-02-13,11,3,0.0,74,7
Palencia,2025-02-14,13,4,0.0,76,6
Palencia,2025-02-15,14,3,0.0,69,6
Palencia,2025-02-16,16,3,1.5,55,7
Palencia,2025-02-17,13,5,0.0,72,4
Palencia,2025-02-18,16,5,0.0,64,10
Palencia,2025-02-19,14,4,0.0,75,6
Palencia,2025-02-20,16,6,0.1,74,9
Palencia,2025-02-21,15,7,13.5,75,15
Palencia,2025-02-22,12,4,0.4,74,13
Palencia,2025-02-23,12,1,0.0,65,7
Palencia,2025-02-24,15,6,0.0,63,16
Palencia,2025-02-25,10,4,0.4,65,19
Palencia,2025-02-26,10,-0,0.0,62,6
Palencia,2025-02-27,11,4,0.3,56,6
Palencia,2025-02-28,12,3,0.0,65,17
Palencia,2025-03-01,8,1,2.0,63,27
Palencia,2025-03-02,4,0,3.9,79,23
Palencia,2025-03-03,10,4,3.6,84,22
Palencia,2025-03-04,13,6,4.1,80,16
Palencia,2025-03-05,13,6,1.2,75,19
Palencia,2025-03-06,13,8,9.0,83,17
Palencia,2025-03-07,14,6,3.4,76,18
Palencia,2025-03-08,11,4,3.8,79,23
Palencia,2025-03-09,10,2,1.2,74,14
Palencia,2025-03-10,10,2,4.3,83,13
Palencia,2025-03-11,9,4,8.9,86,7
Palencia,2025-03-12,12,2,0.3,71,13
Palencia,2025-03-13,8,1,0.3,81,16
Palencia,2025-03-14,8,-0,0.2,64,19
Palencia,2025-03-15,8,-1,0.4,68,8
Palencia,2025-03-16,7,-0,0.0,75,11
Palencia,2025-03-17,9,-1,0.1,77,12
Palencia,2025-03-18,10,4,8.9,82,12
Palencia,2025-03-19,16,5,0.5,68,18
Palencia,2025-03-20,13,9,3.9,70,27
Palencia,2025-03-21,9,6,14.3,81,26
Palencia,2025-03-22,10,3,15.5,80,23
Palencia,2025-03-23,10,-1,0.9,71,13
Palencia,2025-03-24,12,3,3.6,79,14
Palencia,2025-03-25,12,5,0.3,77,12
Palencia,2025-03-26,13,3,0.1,72,9
Palencia,2025-03-27,12,2,0.0,72,12
Palencia,2025-03-28,14,2,0.0,65,8
Palencia,2025-03-29,14,3,0.0,67,10
Palencia,2025-03-30,16,2,0.0,61,21
Palencia,2025-03-31,20,4,0.0,56,14
Palencia,2025-04-01,20,5,0.0,54,7
Palencia,2025-04-02,19,7,8.5,65,8
Palencia,2025-04-03,13,8,6.3,84,13
Palencia,2025-04-04,17,8,10.6,75,23
Palencia,2025-04-05,13,7,0.5,70,13
Palencia,2025-04-06,16,4,0.2,67,6
Palencia,2025-04-07,20,6,0.0,64,9
Palencia,2025-04-08,22,6,0.0,54,5
Palencia,2025-04-09,23,7,0.0,53,7
Palencia,2025-04-10,22,9,0.2,61,14
Palencia,2025-04-11,17,9,5.3,73,11
Palencia,2025-04-12,17,9,5.4,83,9
Palencia,2025-04-13,18,9,1.1,78,7
Palencia,2025-04-14,15,7,2.0,71,16
Palencia,2025-04-15,11,2,3.6,71,18
Palencia,2025-04-16,9,-0,2.1,78,15
Palencia,2025-04-17,15,0,0.0,70,10
Palencia,2025-04-18,14,7,9.9,85,20
Palencia,2025-04-19,9,3,11.8,82,26
Palencia,2025-04-20,14,2,2.5,75,15
Palencia,2025-04-21,14,4,1.9,77,11
Palencia,2025-04-22,13,6,1.6,77,9
Palencia,2025-04-23,19,5,0.0,66,5
Palencia,2025-04-24,22,7,0.0,68,9
Palencia,2025-04-25,23,8,4.4,64,9
Palencia,2025-04-26,16,6,0.9,67,10
Palencia,2025-04-27,18,3,0.0,66,12
Palencia,2025-04-28,21,6,0.0,64,8
Palencia,2025-04-29,22,8,0.0,57,12
Palencia,2025-04-30,21,8,0.5,65,13
Palencia,2025-05-01,20,10,5.4,76,9
Palencia,2025-05-02,18,10,14.0,79,14
Palencia,2025-05-03,19,8,2.9,76,7
Palencia,2025-05-04,15,9,10.5,82,9
Palencia,2025-05-05,14,7,2.6,80,11
Palencia,2025-05-06,12,2,0.3,67,14
Palencia,2025-05-07,17,1,0.0,65,11
Palencia,2025-05-08,17,4,0.2,67,12
Palencia,2025-05-09,16,7,3.9,69,10
Palencia,2025-05-10,15,6,9.1,77,11
Palencia,2025-05-11,13,4,2.9,78,16
Palencia,2025-05-12,16,4,10.1,72,11
Palencia,2025-05-13,16,6,3.4,77,7
Palencia,2025-05-14,18,8,10.9,78,7
Palencia,2025-05-15,16,8,16.0,89,14
Palencia,2025-05-16,19,6,0.0,72,12
